namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Kennel Rapide Ours,Tenhult,Jönköpings län,kennel.rapideours@gmail.com,https://sites.google.com/view/kennel-rapide-ours,,google_maps,"SJÖBERG 14, 561 63 Tenhult",070-577 60 46,serpapi_google_maps
Birch Kennel,Huskvarna,Jönköpings län,,,,google_maps,"Jägarbacken 9, 561 33 Huskvarna",079-339 17 94,serpapi_google_maps
Beathalandet HB,Habo,Jönköpings län,kennelbeathalandet@gmail.com,https://www.beathalandet.se,https://www.facebook.com/Kennel-Beathalandet-121344697913299,google_maps,"SKOGSHEM, 566 92 Habo",036-452 40,serpapi_google_maps
BIG hEART´S KENNEL,Jönköping,Jönköpings län,,,,google_maps,"Mariebogatan 32, 554 39 Jönköping",036-16 03 66,serpapi_google_maps
Tullebyns Kennel,Aneby,Jönköpings län,info@connectedcms.se,http://tullebyns.se,,google_maps,"Haurida Södergård 4, 578 92 Aneby",073-141 74 42,serpapi_google_maps
Jönköpings Brukshundklubb,Jönköping,Jönköpings län,info@jbhk.se,http://www.jbhk.se,,google_maps,"Hundstugevägen 22, 555 94 Jönköping",036-37 92 16,serpapi_google_maps
Hundkvarteret,Jönköping,Jönköpings län,amanda@hundkvarteret.se,http://hundkvarteret.se,https://www.facebook.com/hundkvarteret,google_maps,"Klockarpsvägen 15, 554 46 Jönköping",076-075 68 31,serpapi_google_maps
Stadsparkens Hundrastgård,Jönköping,Jönköpings län,kontaktcenter@jonkoping.se,https://www.jonkoping.se/fritid-kultur--natur/friluftsliv-natur-och-parker/parker/hundrastgardar-rastgard-for-hund,https://www.facebook.com/jonkopingskommun,google_maps,"Humlevägen, 554 39 Jönköping",,serpapi_google_maps
Taste of the Wild,Jönköping,Jönköpings län,,https://www.petcare.se/se/foder/hund/taste-of-the-wild.html,,google_maps,"Logistikvägen 4, 556 52 Jönköping",036-32 77 30,serpapi_google_maps
Huskvarna Hundklubb,Huskvarna,Jönköpings län,ordforande@huskvarnahundklubb.se,http://www.huskvarnahundklubb.se,,google_maps,561 93 Huskvarna,036-13 90 51,serpapi_google_maps
Martinas Hundsalong i Jönköping,Jönköping,Jönköpings län,,https://www.facebook.com/profile.php,,google_maps,"Vaggerydsgatan 14, 553 30 Jönköping",070-202 15 00,serpapi_google_maps
Shaadis Hundtrim,Jönköping,Jönköpings län,,,,google_maps,"Humlevägen 11, 553 38 Jönköping",072-328 79 39,serpapi_google_maps
Kålgårdsparkens Hundrastgård,Jönköping,Jönköpings län,kontaktcenter@jonkoping.se,https://www.jonkoping.se/fritid-kultur--natur/friluftsliv-natur-och-parker/parker/hundrastgardar-rastgard-for-hund,https://www.facebook.com/jonkopingskommun,google_maps,"Västra Holmgatan 48, 553 23 Jönköping",,serpapi_google_maps
Linns hundtrim och spa,Norrahammar,Jönköpings län,,http://www.facebook.com/linnshundtrimochspa,,google_maps,"Södra Hökhultsvägen 21, 562 31 Norrahammar",070-044 13 13,serpapi_google_maps
UmeÄlvDalens Kennel,Umeå,Västerbottens län,,,,google_maps,"Glädjens gränd, 903 63 Umeå",090-14 85 85,serpapi_google_maps
Oskars kennel och linsgucka,Umeå,Västerbottens län,,,,google_maps,"Västra Norrlandsgatan 12, 903 27 Umeå",,serpapi_google_maps
Fjärdens Labradoodle,Umeå,Västerbottens län,fjardenslabradoodle@hotmail.com,https://fjardenslabradoodle.se,https://www.facebook.com/p/Fj%C3%A4rdens-Labradoodle-61550478260344,google_maps,"TAVLEFJÄRDEN 35, 905 96 Umeå",,serpapi_google_maps
Kennel Bella Cosa,Umeå,Västerbottens län,lena@kennelbellacosa.com,http://www.kennelbellacosa.com/kontakt.html,,google_maps,"Cirkelgatan 57, 904 21 Umeå",090-13 99 17,serpapi_google_maps
Dogman and friends,Umeå,Västerbottens län,,https://dogman.se/store-detail/dogman-and-friends-umea-strompilen,https://www.facebook.com/dogmanumea,google_maps,"Strömpilsplatsen 1, 907 43 Umeå",090-201 01 73,serpapi_google_maps
Drottningvikens kennel,Nordmaling,Västerbottens län,lejon-elfving@hotmail.com,http://www.drottningvikens-kennel.se,https://www.facebook.com/search/top,google_maps,"LÖVSKATAN 22, 914 98 Nordmaling",070-220 44 12,serpapi_google_maps
Kennel Paratime's,Lövånger,Västerbottens län,,,,google_maps,"Bodan 71, 932 93 Lövånger",070-282 09 93,serpapi_google_maps
Kwai-San kennel,Lögdeå,Västerbottens län,info@kwaisan.se,https://www.kwaisan.se,https://www.facebook.com/profile.php,google_maps,"Movägen 426, 914 92 Lögdeå",,serpapi_google_maps
Vattenbrynets kennel,Holmsund,Västerbottens län,ba_ce_ma@hotmail.com,http://www.vattenbrynets.se/kontakt.htm,,google_maps,"Taflinsvägen 14, 913 32 Holmsund",070-354 48 87,serpapi_google_maps
Qwirhaukens Kennel,Åsele,Västerbottens län,,,,google_maps,"Sörnoret 50, 919 91 Åsele",070-226 43 07,serpapi_google_maps
Lowriders Kennel,Ersmark,Västerbottens län,maria@lowriders.se,http://www.lowriders.se,,google_maps,"Södra ERSMARK 477, 934 41 Ersmark",070-635 74 56,serpapi_google_maps
Arceum's Italian Greyhounds,Umeå,Västerbottens län,,http://arceum.se,,google_maps,,073-025 02 21,serpapi_google_maps
Ulvens,Umeå,Västerbottens län,info@ulvens.se,https://www.ulvens.se,https://www.facebook.com/ulvenshund,google_maps,905 87 Umeå,,serpapi_google_maps
Dogmanhallen,Umeå,Västerbottens län,troyopeps@gmail.com,http://www.ubhk.se,,google_maps,"Verkstadsgatan 28A, 904 32 Umeå",,serpapi_google_maps
Next Level Dog Arena,Röbäck,Västerbottens län,info@nlda.se,http://www.nextleveldogarena.se,https://www.facebook.com/profile.php,google_maps,"Svidjevägen 8, 904 40 Röbäck",070-217 37 00,serpapi_google_maps
Umeå Brukshundklubb,Umeå,Västerbottens län,troyopeps@gmail.com,https://ubhk.se,,google_maps,"Nydalasjön 6, 906 52 Umeå",,serpapi_google_maps
Tjotte's kennel,Ersmark,Västerbottens län,,http://www.tjotte.se,,google_maps,"Södra Ersmark 473, 934 41 Ersmark",070-530 45 43,serpapi_google_maps
Norrland Labradoodles,Tavelsjö,Västerbottens län,,,,google_maps,"Haddingen 84, 922 66 Tavelsjö",073-700 99 80,serpapi_google_maps
Marris Hundar,Umeå,Västerbottens län,,https://www.bokadirekt.se/places/marris-hundar-ab-134551,https://www.facebook.com/bokadirekt,google_maps,"Stöcksjö Svartnäsväg 15, 905 80 Umeå",070-294 66 65,serpapi_google_maps
Hundträningsytan Carlshöjd,Umeå,Västerbottens län,,,,google_maps,"Bärnstensvägen 2, 907 41 Umeå",,serpapi_google_maps
Aktiv hundhälsa Umeå,Umeå,Västerbottens län,info@aktivhundhalsa.se,https://www.aktivhundhalsa.se,https://www.facebook.com/Aktivhundhalsa,google_maps,"Djäkneböle 744, Umeå",070-592 50 47,serpapi_google_maps
Into the wild,Lund,Skåne län,,http://www.lund841.wordpress.com,,google_maps,"Nöbbelövs bygata 841, 226 60 Lund",070-637 47 44,serpapi_google_maps
Kennel Mistykooi,Lund,Skåne län,,http://www.mistykooi.se/430707859,,google_maps,"Juryvägen 53, 226 57 Lund",070-090 61 09,serpapi_google_maps
Lylysdoghouse,Lund,Skåne län,,https://lylysdoghouse.se,,google_maps,"Bankgatan 15, 223 52 Lund",046-527 27,serpapi_google_maps
Kennel Rivenfield,Anderslöv,Skåne län,hej@rivenfield.se,https://rivenfield.se,https://www.facebook.com/Rivenfield,google_maps,"Grönbyvägen 36-10, 231 73 Anderslöv",070-213 95 50,serpapi_google_maps
Mammut Hund och Katt,Lund,Skåne län,hej@mammut.nu,http://www.mammut.nu,https://www.facebook.com/mammuthundkatt,google_maps,"Karhögstorg 8, 223 55 Lund",046-211 21 22,serpapi_google_maps
Hundstund,Lund,Skåne län,annat@hundstund.com,http://www.hundstund.com,https://www.facebook.com/hundstund,google_maps,"Åldermansgatan 2, 227 64 Lund",070-844 60 01,serpapi_google_maps
Kennel By Frost,Lund,Skåne län,helle@byfrost.se,http://www.byfrost.se,,google_maps,,070-790 83 03,serpapi_google_maps
Dogman and friends,Lund,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-lund,https://www.facebook.com/DogmanAB,google_maps,"Företagsvägen 10, 227 61 Lund",042-442 22 00,serpapi_google_maps
KarMas Hundcenter,Lund,Skåne län,,http://karmashundcenter.se,,google_maps,,072-501 03 40,serpapi_google_maps
TassDröm - Lyxiga hundbäddar & roliga hundleksaker Sverige,Lund,Skåne län,voff@tassdrom.se,https://www.tassdrom.se,https://www.facebook.com/people/TassDr%C3%B6m/61566376013453,google_maps,"Kungsgatan 2c, 223 50 Lund",072-961 52 53,serpapi_google_maps
Charas 10 valpar,Lund,Skåne län,,http://www.facebook.com/charas10valpar,,google_maps,,070-145 62 90,serpapi_google_maps
Värpinge Hundrastgård,Lund,Skåne län,lunds.kommun@lund.se,https://lund.se/uppleva-och-gora/natur-lekplatser-och-parker/hundrastgardar,http://www.facebook.com/lundskommun,google_maps,"Ministervägen 47, 227 62 Lund",046-359 50 00,serpapi_google_maps
Hundrastgård,Unnamed Road,Skåne län,lunds.kommun@lund.se,http://www.lund.se,http://www.facebook.com/lundskommun,google_maps,Unnamed Road,,serpapi_google_maps
Hundrastgård,Lund,Skåne län,,,,google_maps,"Fanans gränd 12, 226 48 Lund",,serpapi_google_maps
Hundrastgården Fårhagen,Lund,Skåne län,,,,google_maps,"Skyttelinjen 85, 226 49 Lund",,serpapi_google_maps
Höje Hund & Park AB,Lund,Skåne län,marja@hunddagis-lund.se,http://www.hunddagis-lund.se,http://www.facebook.com/HojeHundochPark,google_maps,"S:t Lars v 55, 222 70 Lund",070-315 11 90,serpapi_google_maps
Hundtrimmeriet i Lund,Lund,Skåne län,charlott.berglund@gmail.com,http://www.hundtrimmerietilund.se,,google_maps,"Nöbbelövs torg 19, 226 52 Lund",070-945 01 22,serpapi_google_maps
Borgarparken hundrastgård,Lund,Skåne län,lunds.kommun@lund.se,https://lund.se/uppleva-och-gora/natur-lekplatser-och-parker/hundrastgardar,http://www.facebook.com/lundskommun,google_maps,"Fäladstorget 1, 226 58 Lund",046-359 50 00,serpapi_google_maps
Borås Brukshundklubb,Borås,Västra Götalands län,,http://www.borasbk.se,,google_maps,"Maskingatan 3, 504 62 Borås",,serpapi_google_maps
Aki Hundcenter,Borås,Västra Götalands län,nermin@aki-hundcenter.se,http://www.aki-hundcenter.se,https://www.facebook.com/Aki-Hundcenter-AB-2142039139457539,google_maps,"Humlegatan 13, 504 51 Borås",070-940 27 95,serpapi_google_maps
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Borås,Västra Götalands län,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps,"Sjögården 6, 504 75 Borås",070-438 41 71,serpapi_google_maps
Hundspektra,Borås,Västra Götalands län,hej@hundspektra.se,http://hundspektra.se,https://www.facebook.com/hundspektra,google_maps,"Regementsgatan 30 E, 504 35 Borås",,serpapi_google_maps
Hundrastgård Fjärdingsparken,Borås,Västra Götalands län,tekniska@boras.se,https://www.boras.se/upplevaochgora/lekplatserochaktivitetsplatser/hundrastplatser.4.605a2fc161ce5ff59db3a0.html,https://facebook.com/borasstad,google_maps,"Gamla Brämhultsvägen 81, 507 40 Borås",,serpapi_google_maps
Hundflax,Borås,Västra Götalands län,,https://www.hundflax.se,https://www.facebook.com/hundflax,google_maps,,070-482 52 45,serpapi_google_maps
Babsans hund- & kattklipp samt hunddagis,Borås,Västra Götalands län,,http://www.babsanshundochkattklipp.se,,google_maps,"Regementsgatan 2, 504 31 Borås",070-938 71 61,serpapi_google_maps
Hundvakt,Borås,Västra Götalands län,,,,google_maps,"Gustav Adolfsgatan 60, 504 57 Borås",073-945 49 07,serpapi_google_maps
Prima Hund,Borås,Västra Götalands län,,http://www.primacura.se,,google_maps,"Lars Kaggsgatan 2, 504 42 Borås",073-057 37 74,serpapi_google_maps
Lavindalens Kennel,Sundsvall,Västernorrlands län,,,,google_maps,"Klissvägen 38, 853 57 Sundsvall",072-640 79 02,serpapi_google_maps
Zallayas kennel,Kovland,Västernorrlands län,tove@zallayas.se,http://zallayas.se,,google_maps,"Tove Söderblom, Sulå 113, 855 92 Kovland",070-265 68 88,serpapi_google_maps
Kennel Rustic,Sundsbruk,Västernorrlands län,,https://swedmapi.org/details/kennel-rustic-ChIJA3H,,google_maps,"Ekebovägen, 863 35 Sundsbruk",070-254 38 18,serpapi_google_maps
Kennel Tale,Njurunda,Västernorrlands län,,,,google_maps,"Marnavägen 252, 862 96 Njurunda",070-663 06 36,serpapi_google_maps
Elittrim,Sundsbruk,Västernorrlands län,,,,google_maps,"Tisdagsvägen 2, 863 34 Sundsbruk",070-667 05 64,serpapi_google_maps
Alkett's Kennel,Sundsbruk,Västernorrlands län,,http://www.alketts.se,,google_maps,"Kantarellvägen 40, 863 34 Sundsbruk",,serpapi_google_maps
Västernorrlands Kennelklubb,Sundsbruk,Västernorrlands län,sekreterare@vnkk.se,http://www.skk.se/vnkk,https://www.facebook.com/VasternorrlandsKennelklubb,google_maps,"Berghemsvägen 4B, 863 36 Sundsbruk",,serpapi_google_maps
Sötnosar,Alnö,Västernorrlands län,sotnosar.nu@gmail.com,http://www.sotnosar.nu,https://www.facebook.com/Sötnosar-Djurpensionat-Alnö-Sundsvall-1212516288765762,google_maps,"Näset 200, 865 91 Alnö",073-856 74 40,serpapi_google_maps
Thidas kennel,Sundsvall,Västernorrlands län,lotta@thidas.se,http://www.thidas.se/kontakt.html,,google_maps,"Klissvägen 15, 853 57 Sundsvall",070-317 32 08,serpapi_google_maps
kennel Yam-Yam's,Sundsvall,Västernorrlands län,kennel@yamyams.se,http://yamyams.se/Kenneln.html,,google_maps,"Älgstigen 12, 856 43 Sundsvall",060-61 98 44,serpapi_google_maps
Dogman and friends,Sundsvall,Västernorrlands län,,https://dogman.se/store-detail/dogman-and-friends-sundsvall-birsta,https://www.facebook.com/dogmansundsvall,google_maps,"Antennvägen 23, 863 37 Sundsvall",060-770 00 30,serpapi_google_maps
Anna-K Dogcare - Hundtrim Sundsvall,Sundsvall,Västernorrlands län,info@annakdogcare.se,https://annakdogcare.se,https://www.facebook.com/AMNIS-Hundhus-Birsta-102511344870817,google_maps,"Västra Långgatan 58, 852 37 Sundsvall",070-172 03 19,serpapi_google_maps
Hundens Hus Sundsvall,Sundsvall,Västernorrlands län,lena@hundsundsvall.com,https://www.hundsundsvall.com,,google_maps,"Södra Allén 5, 852 44 Sundsvall",070-286 49 80,serpapi_google_maps
AMNIS HUNDHUS Södra Berget,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,"Bataljonsvägen 8, 852 38 Sundsvall",076-148 13 40,serpapi_google_maps
Sundsvalls Hundsalong AB,Sundsvall,Västernorrlands län,,https://www.sundsvallshundsalong.se,https://www.facebook.com/profile.php,google_maps,"Bäckebovägen 12, 856 53 Sundsvall",073-808 75 16,serpapi_google_maps
Sundsvalls Brukshundklubb,Sundsvall,Västernorrlands län,styrelsen@sundsvallsbhk.se,http://www.sundsvallsbhk.se,https://www.facebook.com/sundsvallsbrukshundklubb,google_maps,"Gudmundsbyn 201, 863 42 Sundsvall",,serpapi_google_maps
AME Products,Sundsvall,Västernorrlands län,anne.lindeblad@outlook.com,http://www.ameproducts.se/aterforsaljare.html,,google_maps,"Travbanevägen 3, 857 51 Sundsvall",060-56 38 87,serpapi_google_maps
Sundsvalls Hundpark,Sundsvall,Västernorrlands län,sundsvallshundpark@gmail.com,https://sundsvall.se/uppleva-och-gora/idrott-motion-och-friluftsliv/friluftsliv-och-motion/hundliv/hundrastgardar,https://www.facebook.com/sundsvallskommun,google_maps,"Kolvägen 3, 852 29 Sundsvall",073-824 65 56,serpapi_google_maps
Södra Kajens hundparksförening,Sundsvall,Västernorrlands län,,https://www.facebook.com/sodrakajenshundpark,,google_maps,"98QG+57, 852 29 Sundsvall",,serpapi_google_maps
RK9 Tjänstehundar,Sundsvall,Västernorrlands län,,https://rk9.se,,google_maps,"Kompanivägen 20, 852 38 Sundsvall",076-097 61 17,serpapi_google_maps
AMNIS HUNDHUS Gärde,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,"Gärdevägen 9C, 856 50 Sundsvall",073-069 52 52,serpapi_google_maps
Bicepsmarie,Sundsvall,Västernorrlands län,info@bicepsmarie.se,http://www.bicepsmarie.se,,google_maps,"Regementsvägen 2, 852 38 Sundsvall",070-245 46 19,serpapi_google_maps
Kennel Starzingers Aurora,Gävle,Gävleborgs län,,https://swemaps.org/details/kennel-starzingers-aurora-ChIJO-0,,google_maps,"Opalvägen, 804 32 Gävle",070-955 72 89,serpapi_google_maps
High Five's Kennel,Gävle,Gävleborgs län,,https://www.highfives.se,,google_maps,"Domarringen 6, 804 33 Gävle",070-281 35 77,serpapi_google_maps
Gästriklands Kennelklubb,Gävle,Gävleborgs län,sekreterare@gastriklandskk.se,https://www.skk.se/gakk,,google_maps,"Norra Slottsgatan 22, 803 23 Gävle",,serpapi_google_maps
Trajens kennel,Gävle,Gävleborgs län,,https://swemaps.org/details/trajens-kennel-ChIJgVT,,google_maps,"Oppalavägen 21, 805 97 Gävle",026-14 50 60,serpapi_google_maps
Kennel Specialdream's,Gävle,Gävleborgs län,,,,google_maps,"Sjöbovägen 5, 804 24 Gävle",070-155 44 22,serpapi_google_maps
cavamirs,Gävle,Gävleborgs län,erna-britt@cavamirs.se,http://cavamirs.se/contact.html,,google_maps,"Furumovägen 26 B, 806 42 Gävle",070-512 95 67,serpapi_google_maps
Gävle Hundungdom,Gävle,Gävleborgs län,,,,google_maps,"Skogmursvägen, 805 91 Gävle",,serpapi_google_maps
Gävle Brukshundklubb,Gävle,Gävleborgs län,sekreterare@gavlebk.se,http://gavlebk.se,,google_maps,"Skogmursvägen 74, 805 91 Gävle",,serpapi_google_maps
Aktiv Hundgrupp,Gävle,Gävleborgs län,,https://swedmapi.org/details/aktiv-hundgrupp-ChIJWUv,,google_maps,802 67 Gävle,,serpapi_google_maps
Annas Hundskola AB,Gävle,Gävleborgs län,anna@annashundskola.se,http://www.annashundskola.se,https://www.facebook.com/profile.php,google_maps,"Utmarksvägen 5, 802 91 Gävle",,serpapi_google_maps
Skogmursgårdens Hunddagis & Pensionat,Gävle,Gävleborgs län,info@skogmursgarden.se,http://www.skogmursgarden.se,,google_maps,"Skogmursvägen 84, 805 91 Gävle",070-318 26 69,serpapi_google_maps
Hundrastgård,Gävle,Gävleborgs län,,,,google_maps,804 30 Gävle,,serpapi_google_maps
Hexornas Håla,Gävle,Gävleborgs län,,https://swemaps.org/details/hexornas-hla-ChIJydC,,google_maps,"Nobelvägen 19, 802 67 Gävle",,serpapi_google_maps
M&L Hundcenter,Gävle,Gävleborgs län,mlhundcenter@hotmail.com,http://mlhundcenter.se,https://www.facebook.com/mlhund,google_maps,"Norra Slottsgatan 17, 803 23 Gävle",076-110 00 59,serpapi_google_maps
Jennys Hund & Katt,Valbo,Gävleborgs län,,https://jennyshundochkatt.se,https://www.facebook.com/Jennyshundochkatt,google_maps,"Valbov. 315, 818 35 Valbo",026-13 04 70,serpapi_google_maps
BLs Hundtjänst,Gävle,Gävleborgs län,,http://blshundtjanst.hundpoolen.se,,google_maps,"Ulvsmygen 27, 806 34 Gävle",070-743 58 54,serpapi_google_maps
Hundfrisör Paulas Hundsalong,Gävle,Gävleborgs län,,https://www.instagram.com/fluffbypaula,,google_maps,"Norra Slottsgatan 17, 803 23 Gävle",070-993 30 65,serpapi_google_maps
Hundfrisör Ankis hundsalong,Gävle,Gävleborgs län,,https://m.facebook.com/61570177307290,,google_maps,"Norra Slottsgatan 17, 803 23 Gävle",073-773 63 03,serpapi_google_maps
Dog Boost,Gävle,Gävleborgs län,,http://www.dogboost.se,,google_maps,,073-663 06 68,serpapi_google_maps
Pomitit Hunddagis,Gävle,Gävleborgs län,,http://www.adventuregavle.se,,google_maps,"Första tvärgatan 14, 802 84 Gävle",076-474 94 98,serpapi_google_maps
Kennel Silversign,Eskilstuna,Södermanlands län,,http://www.silversign.se,,google_maps,"Ramshammar 15, 635 06 Eskilstuna",,serpapi_google_maps
Ruskus kennel,Eskilstuna,Södermanlands län,phernilla@ruskus.se,http://ruskus.se/Ruskus%20kennel/Kontakt.html,,google_maps,"Ungergatan, 633 51 Eskilstuna",016-14 76 03,serpapi_google_maps
Maries MOD,Husby-Rekarne,Södermanlands län,tibblan_83@hotmail.com,http://www.mariesmod.se,https://www.facebook.com/MariesMOD,google_maps,"6GF6+P8, 635 18 Husby-rekarne",073-994 83 82,serpapi_google_maps
Eskilstuna HundCenter,Eskilstuna,Södermanlands län,,http://www.eskilstunahundcenter.se,,google_maps,"Skjulstagatan 3C, 632 29 Eskilstuna",016-51 91 98,serpapi_google_maps
Gråsiskas Kennel,Torshälla,Södermanlands län,,https://swemaps.org/details/grsiskas-kennel-ChIJt7o,,google_maps,"Arkeologgatan 18, 644 35 Torshälla",070-626 59 75,serpapi_google_maps
Eskilstuna Hunddressyrklubb,Eskilstuna,Södermanlands län,ehdk.ordf@gmail.com,http://www.ehdk.se,,google_maps,Linvävartorp 92,,serpapi_google_maps
RK ProDog,Eskilstuna,Södermanlands län,,,,google_maps,"Olstorpsvägen 11, 635 08 Eskilstuna",070-759 65 40,serpapi_google_maps
Sk Eskilstuna,Torshälla,Södermanlands län,lagunens@telia.com,http://www.skeskilstuna.se/styrelsen,,google_maps,"Säbygatan 26B, 644 34 Torshälla",076-633 49 52,serpapi_google_maps
Kennel Broddways,Eskilstuna,Södermanlands län,josefine@broddways.se,https://www.kennelbroddway.se/contact-us.php,,google_maps,,,serpapi_google_maps
Eskilstuna Brukshundsklubb,Eskilstuna,Södermanlands län,ordforande@eskilstunabk.se,http://eskilstunabk.se,https://www.facebook.com/eskilstunabk,google_maps,"Gamla Skolan, 632 22 Eskilstuna",,serpapi_google_maps
Rk Rehab Eskilstuna,Eskilstuna,Södermanlands län,,https://naviswmap.org/details/rk-rehab-eskilstuna-ChIJlWk,,google_maps,"Larsbo, 635 07 Eskilstuna",072-449 60 10,serpapi_google_maps
Kennel Eternity,Katrineholm Nv,Södermanlands län,kennel.eternity@gmail.com,https://www.eternity.se,,google_maps,,,serpapi_google_maps
Åparkens hundlekpark,Eskilstuna,Södermanlands län,info@eskilstuna.se,https://www.eskilstuna.se/kultur-och-fritid/lekplatser-parker-och-torg/hundlekparker/aparkens-hundlekpark,https://www.facebook.com/eskilstunakommun,google_maps,"Ådalsvägen, 632 29 Eskilstuna",016-710 76 80,serpapi_google_maps
Krongatans Hundlekpark,Eskilstuna,Södermanlands län,info@eskilstuna.se,https://www.eskilstuna.se/kultur-och-fritid/lekplatser-parker-och-torg/hundlekparker/krongatans-hundlekpark,https://www.facebook.com/eskilstunakommun,google_maps,"Grankvistgatan 6, 632 24 Eskilstuna",,serpapi_google_maps
Lilla Asphult,Eskilstuna,Södermanlands län,marit@lillaasphult.se,http://www.lillaasphult.se,,google_maps,"Kjulamon Asphult, 635 06 Eskilstuna",070-752 80 01,serpapi_google_maps
På Fyra Tassar AB,Eskilstuna,Södermanlands län,ingela@eskilstunahundcenter.se,http://pafyratassar.se,https://www.facebook.com/Eskilstunahundcenter,google_maps,"Skjulstagatan 3D, 632 29 Eskilstuna",073-814 69 07,serpapi_google_maps
Helenas Hundskola,Tumbo,Södermanlands län,helenashundskola@telia.com,http://www.hundmassoren.com,https://www.facebook.com/helenashundskola,google_maps,635 31 Tumbo,070-402 82 40,serpapi_google_maps
"Hundfrisören, Anette Blomquist",Eskilstuna,Södermanlands län,info@hundfrisoren.se,http://www.hundfrisoren.se,https://www.facebook.com/hundfrisorenieskilstuna,google_maps,"Verkstadsgatan 9c, 633 61 Eskilstuna",070-339 97 71,serpapi_google_maps
Hundfrisören,Eskilstuna,Södermanlands län,,,,google_maps,"Tegelbruksgatan 26A, 632 28 Eskilstuna",040-008 24 50,serpapi_google_maps
Södertälje Lokala Kennelklubb,Södertälje,Stockholms län,styrelsen@sodertaljekk.se,http://sodertaljekk.se,,google_maps,"1, Måsnarydsvägen, Södertälje",,serpapi_google_maps
Jaktgranats kennel,Södertälje,Stockholms län,,,,google_maps,"Eksättravägen 1, 152 95 Södertälje",,serpapi_google_maps
Sjöhaga Hundcenter,Södertälje,Stockholms län,,,,google_maps,"SJÖHAGA 1, 151 39 Södertälje",073-091 16 99,serpapi_google_maps
"Irishcanis kennel, fd Greirish",Södertälje,Stockholms län,,,,google_maps,"Eksättravägen 5, 152 95 Södertälje",,serpapi_google_maps
Nordic Canine’s Kennel,Järna,Stockholms län,,http://nordiccanine.se,https://www.facebook.com/NordicCanineKennel,google_maps,"Disas väg, 153 38 Järna",,serpapi_google_maps
Stångarö Hundpensionat,Södertälje,Stockholms län,stangarohundpensionat@gmail.com,http://stangarohundpensionat.se,https://www.facebook.com/stangarohundpensionat,google_maps,"STÅNGARÖ 61, 151 52 Södertälje",072-538 26 26,serpapi_google_maps
Kennel The Lionforce´s,Södertälje,Stockholms län,pernilla.ahlsvard@gmail.com,http://www.thelionforces.se/kontakt-25175099,https://www.facebook.com/people/Kennel-The-Lionforces/100054244821642,google_maps,"Ymervägen 28, 151 60 Södertälje",070-330 46 22,serpapi_google_maps
Södertälje Brukshundklubb,Södertälje,Stockholms län,styrelsen.sodertaljebk@gmail.com,http://www.sodertaljebk.se,,google_maps,151 52 Södertälje,,serpapi_google_maps
Svenska Hundklubben Södertälje,Enhörna,Stockholms län,,,,google_maps,151 50 Enhörna,,serpapi_google_maps
Fria Hundar Skandinavien AB,Klockrike,Stockholms län,johan@friahundar.se,http://www.friahundar.se,https://www.facebook.com/friahundar,google_maps,"Örbäck 41, 591 78 Klockrike",070-483 61 01,serpapi_google_maps
Styvje Hundcenter,Norrala,Stockholms län,styvjehundcenter@gmail.com,https://styvjehundcenter.bokamera.se/#about-us,,google_maps,"Styvje 383, 826 94 Norrala",070-214 71 21,serpapi_google_maps
Dog Care Center Sweden AB,Södertälje,Stockholms län,,,,google_maps,"92 B, Klockarvägen, 151 62 Södertälje",070-651 90 64,serpapi_google_maps
Happy Dogs Daycare,Södertälje,Stockholms län,hej@happydogsdaycare.se,https://www.happydogsdaycare.se,https://www.facebook.com/happydogsdaycaresodertalje,google_maps,"Täppgatan 10 A, 151 33 Södertälje",070-435 59 06,serpapi_google_maps
Nykvarns Hundhall,Nykvarn,Stockholms län,info@nykvarnshundhall.se,http://nykvarnshundhall.se,,google_maps,"västra kumla 8A, 155 91 Nykvarn",070-597 81 05,serpapi_google_maps
Tälje Hundtrim,Södertälje,Stockholms län,,https://www.taljehundtrim.se/index.html,,google_maps,"Dalgatan 11A, 151 33 Södertälje",08-550 377 47,serpapi_google_maps
Labradorklubben Värmland,Karlstad,Värmlands län,birgitta.karlsson54@gmail.com,https://www.lrkvarmland.se,https://www.facebook.com/Labradorklubben.Varmland,google_maps,"Ingalills väg 6, 656 38 Karlstad",070-538 21 11,serpapi_google_maps
Kennel Glimmaheden,Karlstad,Värmlands län,,https://naviswbusiness.org/details/kennel-glimmaheden-ChIJ5fd,,google_maps,"FÅGELVIKS-SUNDSTORP 515, 655 94 Karlstad",073-426 50 53,serpapi_google_maps
Rumpnissens kennel Instruktör Tränare & Coach,Kil,Värmlands län,info@rumpnissenskennel.com,http://rumpnissenskennel.com,https://www.facebook.com/rumpnissenskennel,google_maps,"Granliden 1, 665 92 Kil",070-565 82 22,serpapi_google_maps
