namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Hopp och Lek Hunddagis,Hopp och Lek,Sundbyberg,Stockholms län,anita@hoppochlekhunddagis.se,https://hoppochlekhunddagis.se,,google_maps,skickat,2026-03-31,18:18
Dogcare hunddagis,Dogcare,Johanneshov,Stockholms län,info@hunddagis.se,https://www.hunddagis.se,,google_maps,skickat,2026-03-31,18:18
Dogcare,Dogcare,Bromma,Stockholms län,info@hunddagis.se,https://www.hunddagis.se,,google_maps,skickat,2026-03-31,18:18
Norra Stockholm Katt&Hund,Norra Stockholm Katt&Hund,Vallentuna,Stockholms län,,http://www.kattochhund.com,,google_maps,,,
Nacka Hunddagis,Nacka,Nacka,Stockholms län,,http://www.nackahunddagis.se,,google_maps,,,
MyDogCare Nacka Forum,MyDogCare Nacka Forum,Nacka,Stockholms län,,https://mydogcare.com/nacka,https://www.facebook.com/MyDogCareSverige,google_maps,,,
Dog Paradise,Dog Paradise,Nacka,Stockholms län,,,,google_maps,,,
Humandogs Hunddagis och hundhotell,Humandogs Hunddagis och,Nacka,Stockholms län,humandogs.ab@gmail.com,https://www.humandogs.se,https://www.facebook.com/humandogssverige,google_maps,skickat,2026-03-31,18:18
Primeras Hunddagis,Primeras,Saltsjö-Boo,Stockholms län,jannicejuselius@primeras-hunddagis.se,http://www.primeras-hunddagis.se,,google_maps,skickat,2026-03-31,18:22
Nacka hundtjänst,Nacka hundtjänst,Saltsjö-Boo,Stockholms län,,,,google_maps,,,
Värmdö hund- och kattpensionat,Värmdö hund- och kattpensionat,Värmdö,Stockholms län,,http://varmdohundokatt.se,,google_maps,,,
Hundar i alla väder AB,Hundar i alla väder,Saltsjöbaden,Stockholms län,hundariallavaderab@gmail.com,http://www.hundariallavader.se,https://www.facebook.com/hundariallavader,google_maps,skickat,2026-03-31,18:22
Värmdös Hunddagis & Djurpensionat,Värmdös,Värmdö,Stockholms län,kontakt@varmdohunddagis.se,http://www.varmdohunddagis.se,https://www.facebook.com/varmdohunddagis,google_maps,skickat,2026-03-31,18:22
Värmdö Dog Center,Värmdö Dog Center,Gustavsberg,Stockholms län,info@dogcenter.se,http://www.dogcenter.se,,google_maps,skickat,2026-03-31,18:22
Hundcoach,Hundcoach,Nacka,Stockholms län,emmeli@hundcoach.com,https://hundcoach.com,,google_maps,skickat,2026-03-31,18:26
Gosenos Hunddagis,Gosenos,Johanneshov,Stockholms län,hunddagis@gosenos.se,https://gosenoshunddagis.se,https://www.facebook.com/gosenoshunddagis,google_maps,skickat,2026-03-31,18:26
Saltsjöbadens Hunddagis,Saltsjöbadens,Saltsjöbaden,Stockholms län,saltsjobadenshunddagis@gmail.com,https://www.saltishunddagis.se,https://www.facebook.com/Saltsj%C3%B6badens-Hunddagis-112531620279123,google_maps,skickat,2026-03-31,18:26
Hundrastgård Långsjön,Hundrastgård Långsjön,Nacka,Stockholms län,info@nacka.se,https://www.nacka.se/uppleva--gora/friluftsliv-motion/hundar-i-nacka/hundrastgardar,http://www.facebook.com/nackakommun,google_maps,skickat,2026-03-31,18:26
Smådjurshuset Stockholm AB,Smådjurshuset Stockholm,Saltsjö-Boo,Stockholms län,,https://xn--smdjurshuset-ucb.se,,google_maps,,,
Mikaelas Härliga Hundar,Mikaelas Härliga Hundar,Skarpnäck,Stockholms län,harligahundar@live.se,http://harligahundar.se,https://www.facebook.com/harligahundar,google_maps,skickat,2026-03-31,18:30
Vega Hundcenter,Vega Hundcenter,Haninge,Stockholms län,info@vegahundcenter.se,https://www.vegahundcenter.se,https://www.facebook.com/vegahundcenter,google_maps,skickat,2026-03-31,18:30
Hundhallen,Hundhallen,Haninge,Stockholms län,info@vegahundcenter.se,http://www.hundhallen.se,,google_maps,skickat,2026-03-31,18:30
BFF Hunddagis i Sollentuna,BFF i Sollentuna,Sollentuna,Stockholms län,info@bffhunddagis.se,https://www.bffhunddagis.se,https://www.facebook.com/BestFriendsForeverHunddagis,google_maps,skickat,2026-03-31,18:30
Hunddagis24,Hunddagis24,Sollentuna,Stockholms län,info@hunddagis24.se,http://www.hunddagis24.se,,google_maps,skickat,2026-03-31,18:34
Hundtema Hunddagis - Hunddagis Sollentuna,Hundtema - Sollentuna,Sollentuna,Stockholms län,,https://hundtema.se,,google_maps,,,
BFF Hunddagis,BFF,Sollentuna,Stockholms län,,,,google_maps,,,
Norrsidans HundSpa,Norrsidans HundSpa,Sollentuna,Stockholms län,,https://www.bokadirekt.se/places/norrsidans-hundspa-60882,https://www.facebook.com/bokadirekt,google_maps,,,
Tassen och Nosen Hunddagis Kista,Tassen och Nosen Kista,Kista,Stockholms län,info@tassenochnosen.se,https://tassenochnosen.se,https://www.facebook.com/Tassenonosen,google_maps,skickat,2026-03-31,18:34
Lövhyddan's hundcenter,Lövhyddan's hundcenter,Sorunda,Stockholms län,,,,google_maps,,,
Hundpositivet,Hundpositivet,Mölndal,Västra Götalands län,info@hundpositivet.com,http://www.hundpositivet.com,https://www.facebook.com/hundpositivet,google_maps,skickat,2026-03-31,18:34
Koppla Av Hundcenter AB i Mölndal,Koppla Av Hundcenter i Mölndal,Mölndal,Västra Götalands län,info@kopplaav.com,http://www.kopplaav.com,https://facebook.com/129692191440,google_maps,skickat,2026-03-31,18:34
Doggiz Mölndal,Doggiz Mölndal,Mölndal,Västra Götalands län,doggizmolndal@gmail.com,http://doggizmolndal.se,https://www.facebook.com/search/top,google_maps,skickat,2026-03-31,18:38
Champion's Hunddagis,Champion's,Mölndal,Västra Götalands län,,,,google_maps,,,
Hundakademin Mölndal-Lindome,Hundakademin Mölndal-Lindome,Lindome,Västra Götalands län,info@hundakademin.com,https://hundakademin.se,,google_maps,skickat,2026-03-31,18:38
Mölndals hunddagis - Högsbo,Mölndals - Högsbo,Västra Frölunda,Västra Götalands län,molndalshunddagis@gmail.com,https://molndalshunddagis.se,https://www.facebook.com/p/M%C3%B6lndals-hunddagis-AB-100084048623355,google_maps,skickat,2026-03-31,18:38
Dog Life Hundcenter,Dog Life Hundcenter,Mölndal,Västra Götalands län,doglifehundcenter@outlook.com,http://www.doglifehundcenter.com,,google_maps,skickat,2026-03-31,18:38
Hund i focus,Hund i focus,Kållered,Västra Götalands län,eva@hundifocus.se,http://www.hundifocus.se,https://www.facebook.com/Hundifocus,google_maps,skickat,2026-03-31,18:42
DogHouse Lindome,DogHouse Lindome,Lindome,Västra Götalands län,info@dog-house.se,https://www.dog-house.se,https://www.facebook.com/DogHouse-1457421671153901,google_maps,skickat,2026-03-31,18:42
White Diamond Dreams kennel,White Diamond Dreams,Mölndal,Västra Götalands län,whitediamonddream@gmail.com,https://www.whitediamonddreams.se,https://www.facebook.com/WhiteDiamondDreams,google_maps,,,
Bekväma Tassar,Bekväma Tassar,Trollhättan,Västra Götalands län,,https://swenavi.org/details/bekvma-tassar-ChIJ_zR,,google_maps,,,
Hunddrivet Hunddagis,Hunddrivet,Trollhättan,Västra Götalands län,,,,google_maps,,,
Artorpets Hunddagis & Pensionat,Artorpets Hunddagis & Pensionat,Trollhättan,Västra Götalands län,,http://www.artorpets.se,,google_maps,,,
Tokiga Hundar,Tokiga Hundar,Uddevalla,Västra Götalands län,info@tokigahundar.se,http://www.tokigahundar.se,https://www.facebook.com/tokigahundar,google_maps,skickat,2026-03-31,18:42
Teddys Hunddagis,Teddys,Uddevalla,Västra Götalands län,,https://naviswmap.org/details/teddys-hunddagis-ChIJ--_,,google_maps,,,
Uddevalla Hundhälsa,Uddevalla Hundhälsa,Uddevalla,Västra Götalands län,,https://www.hundhalsa.com,,google_maps,,,
Allahunddagis,Allahunddagis,Uddevalla,Västra Götalands län,,,,google_maps,,,
Signeröds Hundcenter,Signeröds Hundcenter,Uddevalla,Västra Götalands län,,http://www.signerodshundcenter.se,,google_maps,,,
Hundpensionat Gyllene Svansen,Hundpensionat Gyllene Svansen,Färgelanda,Västra Götalands län,,http://gyllenesvansen.com,,google_maps,,,
Långvalslidens Kennel,Långvalslidens,Uddevalla,Västra Götalands län,,http://www.teambreeders.se,,google_maps,,,
MM Hund,MM Hund,Henån,Västra Götalands län,mimmi@mmhund.se,http://www.mmhund.se,https://www.facebook.com/mmhund,google_maps,skickat,2026-03-31,18:42
Lekvalls Hundpensionat,Lekvalls,Lilla Edet,Västra Götalands län,annika@lekvallshundpensionat.se,http://www.lekvallshundpensionat.se,,google_maps,skickat,2026-03-31,18:46
stjärnmossens hundpensionat,stjärnmossens,Färgelanda,Västra Götalands län,,http://stjarnmossenshundpensionat.hemsida24.se,,google_maps,,,
Hundeffekt,Hundeffekt,Uddevalla,Västra Götalands län,info@hundeffekt.se,http://www.hundeffekt.se,https://www.facebook.com/Hundeffekt-126834694526399,google_maps,skickat,2026-03-31,18:46
DinHundskola,DinHundskola,Uddevalla,Västra Götalands län,,https://dinhundskola.se,,google_maps,,,
Kustmarkens Hundtjänst AB,Kustmarkens Hundtjänst,Ljungskile,Västra Götalands län,kustmarkens@telia.com,http://www.kustmarken.se,,google_maps,skickat,2026-03-31,18:46
Schäferhundklubben Uddevalla,Schäferhundklubben Uddevalla,Uddevalla,Västra Götalands län,,http://www.skuddevalla.se,,google_maps,,,
Sandras Hundtjänst,Sandras Hundtjänst,Uddevalla,Västra Götalands län,info@k9uddevalla.se,https://uddevallahunddagis.se,https://www.facebook.com/people/K9-Uddevalla/61574791933233,google_maps,skickat,2026-03-31,18:46
Skövde Hunddagis,Skövde,Skövde,Västra Götalands län,skovdehunddagis@gmail.com,http://www.skovdehunddagis.se,http://www.facebook.com/pages/Sk%C3%B6vde-Hunddagis/237094783020787,google_maps,skickat,2026-03-31,18:50
Hundskolorna,Hundskolorna,Skövde,Västra Götalands län,,http://hundskolorna.se,https://www.facebook.com/hundskolorna,google_maps,,,
Bedas hunddagis och träning,Bedas hunddagis och träning,Skövde,Västra Götalands län,,http://www.bedashunddagisochtraning.se,,google_maps,,,
Kennel Drömfångaren,Kennel Drömfångaren,Skövde,Västra Götalands län,,http://www.kenneldromfangaren.se,https://www.facebook.com/kenneldromfangaren,google_maps,,,
Linnéas Hunddagis & Hundpensionat,Linnéas,Hjo,Västra Götalands län,info@linneashundar.se,http://www.linneashundar.se,https://www.facebook.com/LinneasHunddagis,google_maps,skickat,2026-03-31,18:50
Skara Hundpensionat,Skara,Skara,Västra Götalands län,,,,google_maps,,,
Skaraskogens hundpensionat,Skaraskogens,Lundsbrunn,Västra Götalands län,,,,google_maps,,,
Tassa med Sara (fd.HundArena Skövde),Tassa med Sara (fd.HundArena Skövde),Skövde,Västra Götalands län,,,,google_maps,,,
Mariestads Hundpensionat,Mariestads,Mariestad,Västra Götalands län,,,,google_maps,,,
Dogman and friends,Dogman and friends,Skövde,Västra Götalands län,,https://dogman.se/store-detail/dogman-and-friends-skovde,https://www.facebook.com/dogmanskovde,google_maps,,,
Alingsås Hundarena-Hunddagis,Alingsås Hundarena,Alingsås,Västra Götalands län,alingsas@goteborgshunddagis.se,https://goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,skickat,2026-03-31,18:50
Hunddagis,Hunddagis,Alingsås,Västra Götalands län,,,,google_maps,,,
Hundens Dagis,Hundens Dagis,Sollebrunn,Västra Götalands län,info@hundensdagis.se,http://www.hundensdagis.se,,google_maps,skickat,2026-03-31,18:50
Hemsjö Hundpensionat,Hemsjö,Alingsås,Västra Götalands län,,,,google_maps,,,
Hundstallet Alingsås,Hundstallet Alingsås,Alingsås,Västra Götalands län,,https://hundstallet.se/var-verksamhet/vara-stall/hundstallet-alingsas,,google_maps,,,
Mettes Hundtrim,Mettes Hundtrim,Alingsås,Västra Götalands län,,https://swemaps.org/details/mettes-hundtrim-ChIJQ2T,,google_maps,,,
Baggebo Hundcenter,Baggebo Hundcenter,Alingsås,Västra Götalands län,info@baggebohundcenter.se,https://www.baggebohundcenter.se,https://www.facebook.com/baggebohundcenter,google_maps,skickat,2026-03-31,18:54
Pusselgårdens kennel,Pusselgården,Alingsås,Västra Götalands län,pusselgardenskennel@gmail.com,http://pusselgardens.one,,google_maps,skickat,2026-03-31,18:54
Lerum Hunddagis & Hundpensionat,Lerum,Floda,Västra Götalands län,,,,google_maps,,,
Pias Hund&Fritid AB,Pias Hund&Fritid,Alingsås,Västra Götalands län,info@piashundfritid.se,http://www.piashundfritid.se,https://www.facebook.com/profile.php,google_maps,skickat,2026-03-31,18:54
Hundcenter Ådi & Gänget,Hundcenter Ådi & Gänget,Lidköping,Västra Götalands län,kundtjanst@adioganget.se,https://adioganget.se,https://www.facebook.com/adiochganget,google_maps,skickat,2026-03-31,18:54
Cinas hunddagis,Cinas,Lidköping,Västra Götalands län,,http://www.cinashunddagis.dinstudio.se,,google_maps,,,
Hundrastgård Margretelund,Hundrastgård Margretelund,Lidköping,Västra Götalands län,kommun@lidkoping.se,https://lidkoping.se/bygga-bo-och-miljo/boende-bostader-och-tomter/bostad-halsa-och-trivsel/hundrastgard,https://www.facebook.com/motesplatserseniorer,google_maps,,,
Sanna's Hundsalong,Sanna's Hundsalong,Lidköping,Västra Götalands län,kontakt@sannashundsalong.se,https://www.sannashundsalong.se,https://www.facebook.com/profile.php,google_maps,skickat,2026-03-31,18:58
Hundarena Skaraborg,Hundarena Skaraborg,Vinninga,Västra Götalands län,hundarenaskaraborg@gmail.com,http://www.hundarenaskaraborg.se,,google_maps,skickat,2026-03-31,18:58
Helens Hundpensionat & Kattpensionat,Helens Hundpensionat & Kattpensionat,Sågmyra,Västra Götalands län,,,,google_maps,,,
Lidköpings Brukshundklubb,Lidköpings Brukshundklubb,Vinninga,Västra Götalands län,specialsok@lidkopingbk.se,http://www.lidkopingbk.se,,google_maps,,,
Västerby Hunddagis,Västerby,Grästorp,Västra Götalands län,vasterbyhunddagis@gmail.com,http://www.vasterbyhunddagis.se,,google_maps,skickat,2026-03-31,18:58
Hotell Rådhuset,Hotell Rådhuset,Lidköping,Västra Götalands län,info@hotellradhuset.se,http://www.hotellradhuset.se,https://facebook.com/hotellradhuset,google_maps,,,
Bäverli Hills stughotell & Salong,Bäverli Hills stughotell & Salong,Vinninga,Västra Götalands län,annette@baverlihills.se,http://baverlihills.se,https://www.facebook.com/pages/Bäverli-Hills-B-B/1460143950882658,google_maps,,,
Stadshotellet i Lidköping,Stadshotellet i Lidköping,Lidköping,Västra Götalands län,info@lidkopingstadshotell.se,http://lidkopingstadshotell.se,http://www.facebook.com/lidkopingstadshotell.se,google_maps,,,
Noordhgårdens Hundskola & Hunddagis,Noordhgårdens Hundskola,Ytterby,Västra Götalands län,,http://www.noordhgardens.se,,google_maps,,,
Hunddagis i Lid AB,Hunddagis i Lid,Kungälv,Västra Götalands län,,,,google_maps,,,
Fyrfotagården,Fyrfotagården,Ytterby,Västra Götalands län,danjou400@gmail.com,http://www.fyrfotagarden.se,,google_maps,skickat,2026-03-31,18:58
"Anjediamond`s Hundcenter, Kungälv","Anjediamond's Hundcenter, Kungälv",Ytterby,Västra Götalands län,jessica@anjediamonds.se,http://www.anjediamondshundcenter.se,,google_maps,skickat,2026-04-01,06:22
Hos Malin Hundpensionat,Hos Malin,Skärhamn,Västra Götalands län,,,,google_maps,,,
Håfveleds kennel,Håfveleds,Kungälv,Västra Götalands län,viviann.hellberg@gmail.com,http://hafveleds.se/mellanpudel.html,,google_maps,skickat,2026-04-01,06:22
Fyrfota Vänner AB,Fyrfota Vänner,Hålanda,Västra Götalands län,,http://www.fyrfotavanner.se,,google_maps,,,
Hundlyckan,Hundlyckan,Kungälv,Västra Götalands län,hund-lyckan@hotmail.com,http://www.hund-lyckan.com,http://www.facebook.com/vardagslydnadskurser,google_maps,skickat,2026-04-01,06:22
Kennel Ensemble,Kennel Ensemble,Kungälv,Västra Götalands län,anki@bracco.se,http://bracco.se/contact.html,,google_maps,skickat,2026-04-01,06:22
Annie's hundhotell /hunddagis,Annie's,Kristianstad,Skåne län,annieshundar@gmail.com,http://annieshundar.se,,google_maps,skickat,2026-04-01,06:26
Balsby Hundhotell & Dagis,Balsby Hundhotell & Dagis,Kristianstad,Skåne län,,,,google_maps,,,
Lottas Hunddagis,Lottas,Kristianstad,Skåne län,,http://www.lottasvovvar.hundpoolen.se,,google_maps,,,
"Rya Foder & Djurhotell AB Kristianstad med varumärket ""U Design""","Rya Foder & Kristianstad med varumärket ""U Design",Tollarp,Skåne län,ryafoodhot@gmail.com,http://www.ryafoderdjurhotell.se,,google_maps,skickat,2026-04-01,06:26
Åhus Hundcenter,Åhus Hundcenter,Åhus,Skåne län,caroline@ahushundcenter.se,http://ahushundcenter.se,https://www.facebook.com/ahushundcenter,google_maps,skickat,2026-04-01,06:26
Fågelängens Husdjurspensionat,Fågelängens Husdjurspensionat,Kristianstad,Skåne län,,http://www.fagelangens.se,,google_maps,,,
Hundens Hörna i Kristianstad,Hundens Hörna i Kristianstad,Kristianstad,Skåne län,,,,google_maps,,,
Diamonds of Åsum,Diamonds of Åsum,Kristianstad,Skåne län,,,,google_maps,,,
Solkullen Hunddagis & Pensionat,Solkullen Hunddagis & Pensionat,Trelleborg,Skåne län,,https://swemaps.org/details/solkullen-hunddagis-pensionat-ChIJuUT,,google_maps,,,
Landgold kennel,Landgold,Svedala,Skåne län,,,,google_maps,,,
Persbo Hundpensionat,Persbo,Svedala,Skåne län,,,,google_maps,,,
Trelleborgs Hundtrim,Trelleborgs Hundtrim,Trelleborg,Skåne län,trelleborgs.hundtrim@hotmail.com,http://trelleborgshundtrim.bokamera.se,,google_maps,skickat,2026-04-01,06:30
Dogman and friends,Dogman and friends,Trelleborg,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-trelleborg-city,https://www.facebook.com/dogmantrelleborg,google_maps,,,
Låssmed Stockholm - 24h låsjour stockholm,Låssmed Stockholm - 24h låsjour stockholm,Trelleborg,Skåne län,,,,google_maps,,,
Black and Buffs Hundpensionat och Hunddagis,Black and Buffs Hundpensionat och,Trelleborg,Skåne län,,http://blackandbuffskennel.dinstudio.se,,google_maps,,,
Åsgläntans Hundservice,Åsgläntans Hundservice,Hässleholm,Skåne län,ayarips@yahoo.com,http://www.asglantans.se,,google_maps,skickat,2026-04-01,06:30
Ljungdala Hundcenter,Ljungdala Hundcenter,Hässleholm,Skåne län,,http://www.ljungdala-hundcenter.se,,google_maps,,,
Fåraboda Hundpensionat,Fåraboda,Hässleholm,Skåne län,faraboda@telia.com,http://www.farabodahundpensionat.se,,google_maps,skickat,2026-04-01,06:30
Hässlehoffs kennel,Hässlehoffs,Hässleholm,Skåne län,hasslehoffskennel@hotmail.com,http://www.hasslehoffs.com,,google_maps,,,
Hundarnas Hus Rättelöv,Hundarnas Hus Rättelöv,Ballingslöv,Skåne län,,,,google_maps,,,
Hässleholms Hundungdom,Hässleholms Hundungdom,Hässleholm,Skåne län,ordforandehhu@hotmail.com,http://www.hassleholmhu.se,,google_maps,,,
Bokbackens hundpensionat,Bokbacken,Tormestorp,Skåne län,,,,google_maps,,,
Grändens Hunddagis & Pensionat AB,Grändens Hunddagis & Pensionat,Knislinge,Skåne län,hunddagis@grandens.se,http://www.grandens.se,,google_maps,skickat,2026-04-01,06:30
Jensen Pro Solutions: Hundfrisör & Hunddagis & Hundrastare,Jensen Pro Solutions: Hundfrisör & Hunddagis & Hundrastare,Hässleholm,Skåne län,,https://www.hundbarber.se,,google_maps,,,
Hundpsykolog och Hundtränare,Hundpsykolog och Hundtränare,Linderöd,Skåne län,hundpsykolog2006@gmail.com,https://www.hundpensionatlinderod.com,https://www.facebook.com/Hundpsykolog,google_maps,,,
Jesseninjas Hundskola,Jesseninjas Hundskola,Vankiva,Skåne län,info@jesseninjashundskola.se,http://www.jesseninjashundskola.se,https://www.facebook.com/jesseninjashundskola,google_maps,,,
Hovdala hundrastgård,Hovdala hundrastgård,Hovdala,Skåne län,kent.johannesson@hassleholm.se,https://www.hibab.se/wp-content/uploads/2024/10/HIBAB-Pressmeddelande_Nya-hundrastgardar-pa-Hovdala.pdf,,google_maps,,,
Hund & katt Magasinet i Hässleholm HB,Hund & katt Magasinet i Hässleholm HB,Hässleholm,Skåne län,,,,google_maps,,,
Hundsalongen,Hundsalongen,Hässleholm,Skåne län,,,,google_maps,,,
Göingehof,Göingehof,Hässleholm,Skåne län,,,,google_maps,,,
Goldenibs (Fridhems hunddagis),Goldenibs (Fridhems,Hässleholm,Skåne län,,https://goldenibs.se,,google_maps,,,
Västra karaby hundpensionat klipp & trim,Västra karaby klipp & trim,Dösjebro,Skåne län,,https://swenavi.org/details/western-karaby-hundpensionat-cut-trim-ChIJxSw,,google_maps,,,
Kund Med Hund Handelsbolag,Kund Med Hund Handelsbolag,Landskrona,Skåne län,,,,google_maps,,,
Millas Hundservice,Millas Hundservice,Landskrona,Skåne län,,,,google_maps,,,
Stines Hunddagis och Pensionat,Stines Hunddagis och Pensionat,Bjuv,Skåne län,,http://se6932.wixsite.com/stines-hunddagis,https://www.facebook.com/stines.hobby,google_maps,,,
MöllerGårdens Hundcenter,MöllerGårdens Hundcenter,Ängelholm,Skåne län,info@mollergardenshundcenter.se,http://www.mollergardenshundcenter.se,,google_maps,skickat,2026-04-01,06:34
4-Tassar Hunddagis,4-Tassar,Furulund,Skåne län,hunddagis@4-tassar.se,http://www.4-tassar.se,,google_maps,skickat,2026-04-01,06:34
LM:s Vakthundar i Skåne AB,LM:s Vakthundar i Skåne,Saxtorp,Skåne län,info@lmvakthund.se,https://www.lmvakthund.se,https://www.facebook.com/Vakthundar.se,google_maps,,,
Hotel Chaplin,Hotel Chaplin,Landskrona,Skåne län,,https://chaplin.worhot.com,,google_maps,,,
Tofta Hundtrim,Tofta Hundtrim,Asmundtorp,Skåne län,,https://swenavi.org/details/tofta-hundtrim-ChIJG4S,,google_maps,,,
Lillisgården,Lillisgården,Vallåkra,Skåne län,,https://lagenhet-lillisgarden.worhot.com,,google_maps,,,
Hotel Öresund Conference & Spa,Hotel Öresund Conference & Spa,Landskrona,Skåne län,,http://www.hoteloresund.se,https://www.facebook.com/HotelOresundConferenceSpa,google_maps,,,
Hundens Gård,Hundens Gård,Ängelholm,Skåne län,,,,google_maps,,,
Optimal Hundglädje AB,Optimal Hundglädje,Ängelholm,Skåne län,optimalhundgladje@gmail.com,https://www.optimalhundgladje.se,https://www.facebook.com/optimalhundgladje,google_maps,,,
Hundägarskolan i Ängelholm,Hundägarskolan i Ängelholm,Ängelholm,Skåne län,info@hittahundkurs.se,https://hittahundkurs.se/hundagarskolan-angelholm-angelholm,https://www.facebook.com/Hitta-Hundkurs-101166228653987,google_maps,,,
Bialitt Hundcenter HB,Bialitt Hundcenter HB,Ängelholm,Skåne län,elsa@bialitthundcenter.se,https://www.bialitthundcenter.se,https://www.facebook.com/bialitthundcenter,google_maps,skickat,2026-04-01,06:34
Hunddagiset på landet,Hunddagiset på landet,Förslöv,Skåne län,hunddagisetpalandet@gmail.com,https://www.hunddagisetpalandet.com,,google_maps,skickat,2026-04-01,06:34
Varalövs hundcenter,Varalövs hundcenter,Ängelholm,Skåne län,hundensdagis@gmail.com,http://www.varalovshundcenter.se,,google_maps,skickat,2026-04-01,06:38
Hundkojan - Mobilt Hunddagis,Hundkojan - Mobilt,Munka-Ljungby,Skåne län,hundkojan-hunddagis@outlook.com,http://www.hundkojan-hunddagis.se,,google_maps,skickat,2026-04-01,06:38
Halmstad City Hunddagis,Halmstad City,Halmstad,Hallands län,info@halmstadcityhunddagis.se,http://www.halmstadcityhunddagis.se,,google_maps,skickat,2026-04-01,06:38
Aleskogens Hunddagis,Aleskogens,Halmstad,Hallands län,direkt@halmstad.se,https://www.halmstad.se/naringslivarbete/insatserforarbetssokande/aleskogenshunddagis.8848.html,https://www.facebook.com/halmstadskommun,google_maps,skickat,2026-04-01,06:38
Hökagårdens Hunddagis & Pensionat,Hökagårdens Hunddagis & Pensionat,Halmstad,Hallands län,hokagarden@hotmail.com,http://www.hokagarden.se,,google_maps,skickat,2026-04-01,06:42
Larsgårdens Hundpensionat & Dagis HB,Larsgårdens Hundpensionat & Dagis HB,Eldsberga,Hallands län,kontakt@larsgardens.se,http://www.larsgardens.se,https://www.facebook.com/Larsgardenshundpensionat,google_maps,skickat,2026-04-01,06:42
Larsgårdens Hundpensionat & Dagis,Larsgårdens Hundpensionat & Dagis,Halmstad,Hallands län,kontakt@larsgardens.se,https://larsgardens.se,https://www.facebook.com/Larsgardenshundpensionat,google_maps,skickat,2026-04-01,06:42
Skedalahunddagis/pensionat,Skedalahunddagis/pensionat,Halmstad,Hallands län,,,,google_maps,,,
Ebbarps Hundpensionat & Dagis,Ebbarps Hundpensionat & Dagis,Laholm,Hallands län,,https://www.ebbarps.se,https://www.facebook.com/Ebbarpshunddagis,google_maps,,,
bgårdens hunddagis och pensionat,bgårdens hunddagis och pensionat,Simlångsdalen,Hallands län,bgardenshund@outlook.com,http://www.bgardenshund.se,,google_maps,skickat,2026-04-01,06:42
Hallands Hundcenter,Hallands Hundcenter,Harplinge,Hallands län,,http://www.hallandshundcenter.se,,google_maps,,,
Kennel Tollskoj,Kennel Tollskoj,Halmstad,Hallands län,,https://swemaps.org/details/kennel-tollskoj-ChIJUUp,,google_maps,,,
Forsakvarns Hundpensionat,Forsakvarns,Slöinge,Hallands län,forsakvarnshundcenter@hotmail.com,http://forsakvarnshundcenter.com,,google_maps,skickat,2026-04-01,06:46
Skedala Hundpensionat & Hunddagis,Skedala,Halmstad,Hallands län,,,,google_maps,,,
Marleys hunddagis,Marleys,Halmstad,Hallands län,,https://swenavi.org/details/marleys-hunddagis-ChIJuYQ,,google_maps,,,
Wargtassens Hunddagis,Wargtassens,Varberg,Hallands län,kontakt@wargtassenshunddagis.se,http://www.wargtassenshunddagis.se,,google_maps,skickat,2026-04-01,06:46
Lollos Hunddagis,Lollos,Varberg,Hallands län,louise.berntsson66@gmail.com,https://lolloshunddagis.one,,google_maps,skickat,2026-04-01,06:46
Knektagårdens hundpensionat,Knektagården,Rolfstorp,Hallands län,knektagarden@hotmail.com,http://www.knektagarden.se,https://www.facebook.com/knektagarden,google_maps,skickat,2026-04-01,06:46
Breared,Breared,Varberg,Hallands län,,,,google_maps,,,
Kungsbacka Hundcenter,Kungsbacka Hundcenter,Kungsbacka,Hallands län,info@kungsbackahundcenter.se,http://www.kungsbackahundcenter.se,https://www.facebook.com/Delsj%C3%B6ns-Kungsbacka-hundcenter-105152355538800,google_maps,,,
Lilla Tassens Hunddagis,Lilla Tassens,Kungsbacka,Hallands län,kontakt@lillatassen.se,http://www.lillatassen.se,,google_maps,skickat,2026-04-01,06:50
Kungsbacka Hundpensionat,Kungsbacka,Kungsbacka,Hallands län,zakeya@live.se,http://www.kungsbackahundpensionat.se,,google_maps,skickat,2026-04-01,06:50
Frid & Fröjd Hunddagis,Frid & Fröjd,Vallda,Hallands län,,,,google_maps,,,
Onsala Hundcenter,Onsala Hundcenter,Kungsbacka,Hallands län,onsalahundcenter@hotmail.com,http://www.onsalahundcenter.se,,google_maps,,,
"Mariedals Hundpensionat, Kattpensionat & Hästverksamhet","Mariedals Hundpensionat, Kattpensionat & Hästverksamhet",Kungsbacka,Hallands län,pelle@mariedahl.se,http://www.mariedahl.se,,google_maps,skickat,2026-04-01,06:50
Koppartassen AB,Koppartassen,Falun,Dalarnas län,info@koppartassen.com,https://koppartassen.com,https://www.facebook.com/Koppartassen,google_maps,skickat,2026-04-01,06:50
Hundbutik och Hunddagis,Hundbutik och,Falun,Dalarnas län,info@koppartassen.com,https://koppartassen.com,https://www.facebook.com/Koppartassen,google_maps,skickat,2026-04-01,06:54
Varglidens hundpensionat HB,Varglidens HB,Falun,Dalarnas län,,http://vargliden.dinstudio.se,,google_maps,,,
Äventyrliga tassar,Äventyrliga tassar,Sundborn,Dalarnas län,,http://www.aventyrligatassar.se,,google_maps,,,
