namn,stad,lan,email,hemsida,facebook,kalla
Ljungdala Hundcenter,Hässleholm,Skåne län,,http://www.ljungdala-hundcenter.se,,google_maps
Fåraboda Hundpensionat,Hässleholm,Skåne län,faraboda@telia.com,http://www.farabodahundpensionat.se,,google_maps
Hässlehoffs kennel,Hässleholm,Skåne län,hasslehoffskennel@hotmail.com,http://www.hasslehoffs.com,,google_maps
Hundarnas Hus Rättelöv,Ballingslöv,Skåne län,,,,google_maps
Hässleholms Hundungdom,Hässleholm,Skåne län,ordforandehhu@hotmail.com,http://www.hassleholmhu.se,,google_maps
Bokbackens hundpensionat,Tormestorp,Skåne län,,,,google_maps
Grändens Hunddagis & Pensionat AB,Knislinge,Skåne län,hunddagis@grandens.se,http://www.grandens.se,,google_maps
Jensen Pro Solutions: Hundfrisör & Hunddagis & Hundrastare,Hässleholm,Skåne län,,https://www.hundbarber.se,,google_maps
Hundpsykolog och Hundtränare,Linderöd,Skåne län,hundpsykolog2006@gmail.com,https://www.hundpensionatlinderod.com,https://www.facebook.com/Hundpsykolog,google_maps
Jesseninjas Hundskola,Vankiva,Skåne län,info@jesseninjashundskola.se,http://www.jesseninjashundskola.se,https://www.facebook.com/jesseninjashundskola,google_maps
Hovdala hundrastgård,Hovdala,Skåne län,kent.johannesson@hassleholm.se,https://www.hibab.se/wp-content/uploads/2024/10/HIBAB-Pressmeddelande_Nya-hundrastgardar-pa-Hovdala.pdf,,google_maps
Hund & katt Magasinet i Hässleholm HB,Hässleholm,Skåne län,,,,google_maps
Hundsalongen,Hässleholm,Skåne län,,,,google_maps
Göingehof,Hässleholm,Skåne län,,,,google_maps
Goldenibs (Fridhems hunddagis),Hässleholm,Skåne län,,https://goldenibs.se,,google_maps
Västra karaby hundpensionat klipp & trim,Dösjebro,Skåne län,,https://swenavi.org/details/western-karaby-hundpensionat-cut-trim-ChIJxSw,,google_maps
Kund Med Hund Handelsbolag,Landskrona,Skåne län,,,,google_maps
Millas Hundservice,Landskrona,Skåne län,,,,google_maps
Stines Hunddagis och Pensionat,Bjuv,Skåne län,,http://se6932.wixsite.com/stines-hunddagis,https://www.facebook.com/stines.hobby,google_maps
MöllerGårdens Hundcenter,Ängelholm,Skåne län,info@mollergardenshundcenter.se,http://www.mollergardenshundcenter.se,,google_maps
4-Tassar Hunddagis,Furulund,Skåne län,hunddagis@4-tassar.se,http://www.4-tassar.se,,google_maps
LM:s Vakthundar i Skåne AB,Saxtorp,Skåne län,info@lmvakthund.se,https://www.lmvakthund.se,https://www.facebook.com/Vakthundar.se,google_maps
Hotel Chaplin,Landskrona,Skåne län,,https://chaplin.worhot.com,,google_maps
Tofta Hundtrim,Asmundtorp,Skåne län,,https://swenavi.org/details/tofta-hundtrim-ChIJG4S,,google_maps
Lillisgården,Vallåkra,Skåne län,,https://lagenhet-lillisgarden.worhot.com,,google_maps
Hotel Öresund Conference & Spa,Landskrona,Skåne län,,http://www.hoteloresund.se,https://www.facebook.com/HotelOresundConferenceSpa,google_maps
Hundens Gård,Ängelholm,Skåne län,,,,google_maps
Optimal Hundglädje AB,Ängelholm,Skåne län,optimalhundgladje@gmail.com,https://www.optimalhundgladje.se,https://www.facebook.com/optimalhundgladje,google_maps
Hundägarskolan i Ängelholm,Ängelholm,Skåne län,info@hittahundkurs.se,https://hittahundkurs.se/hundagarskolan-angelholm-angelholm,https://www.facebook.com/Hitta-Hundkurs-101166228653987,google_maps
Bialitt Hundcenter HB,Ängelholm,Skåne län,elsa@bialitthundcenter.se,https://www.bialitthundcenter.se,https://www.facebook.com/bialitthundcenter,google_maps
Hunddagiset på landet,Förslöv,Skåne län,hunddagisetpalandet@gmail.com,https://www.hunddagisetpalandet.com,,google_maps
Varalövs hundcenter,Ängelholm,Skåne län,hundensdagis@gmail.com,http://www.varalovshundcenter.se,,google_maps
Hundkojan - Mobilt Hunddagis,Munka-Ljungby,Skåne län,hundkojan-hunddagis@outlook.com,http://www.hundkojan-hunddagis.se,,google_maps
Halmstad City Hunddagis,Halmstad,Hallands län,info@halmstadcityhunddagis.se,http://www.halmstadcityhunddagis.se,,google_maps
Aleskogens Hunddagis,Halmstad,Hallands län,direkt@halmstad.se,https://www.halmstad.se/naringslivarbete/insatserforarbetssokande/aleskogenshunddagis.8848.html,https://www.facebook.com/halmstadskommun,google_maps
Hökagårdens Hunddagis & Pensionat,Halmstad,Hallands län,hokagarden@hotmail.com,http://www.hokagarden.se,,google_maps
Larsgårdens Hundpensionat & Dagis HB,Eldsberga,Hallands län,kontakt@larsgardens.se,http://www.larsgardens.se,https://www.facebook.com/Larsgardenshundpensionat,google_maps
Larsgårdens Hundpensionat & Dagis,Halmstad,Hallands län,kontakt@larsgardens.se,https://larsgardens.se,https://www.facebook.com/Larsgardenshundpensionat,google_maps
Skedalahunddagis/pensionat,Halmstad,Hallands län,,,,google_maps
Ebbarps Hundpensionat & Dagis,Laholm,Hallands län,,https://www.ebbarps.se,https://www.facebook.com/Ebbarpshunddagis,google_maps
bgårdens hunddagis och pensionat,Simlångsdalen,Hallands län,bgardenshund@outlook.com,http://www.bgardenshund.se,,google_maps
Hallands Hundcenter,Harplinge,Hallands län,,http://www.hallandshundcenter.se,,google_maps
Kennel Tollskoj,Halmstad,Hallands län,,https://swemaps.org/details/kennel-tollskoj-ChIJUUp,,google_maps
Forsakvarns Hundpensionat,Slöinge,Hallands län,forsakvarnshundcenter@hotmail.com,http://forsakvarnshundcenter.com,,google_maps
Skedala Hundpensionat & Hunddagis,Halmstad,Hallands län,,,,google_maps
Marleys hunddagis,Halmstad,Hallands län,,https://swenavi.org/details/marleys-hunddagis-ChIJuYQ,,google_maps
Wargtassens Hunddagis,Varberg,Hallands län,kontakt@wargtassenshunddagis.se,http://www.wargtassenshunddagis.se,,google_maps
Lollos Hunddagis,Varberg,Hallands län,louise.berntsson66@gmail.com,https://lolloshunddagis.one,,google_maps
Knektagårdens hundpensionat,Rolfstorp,Hallands län,knektagarden@hotmail.com,http://www.knektagarden.se,https://www.facebook.com/knektagarden,google_maps
Breared,Varberg,Hallands län,,,,google_maps
Kungsbacka Hundcenter,Kungsbacka,Hallands län,info@kungsbackahundcenter.se,http://www.kungsbackahundcenter.se,https://www.facebook.com/Delsj%C3%B6ns-Kungsbacka-hundcenter-105152355538800,google_maps
Lilla Tassens Hunddagis,Kungsbacka,Hallands län,kontakt@lillatassen.se,http://www.lillatassen.se,,google_maps
Kungsbacka Hundpensionat,Kungsbacka,Hallands län,zakeya@live.se,http://www.kungsbackahundpensionat.se,,google_maps
Frid & Fröjd Hunddagis,Vallda,Hallands län,,,,google_maps
Onsala Hundcenter,Kungsbacka,Hallands län,onsalahundcenter@hotmail.com,http://www.onsalahundcenter.se,,google_maps
"Mariedals Hundpensionat, Kattpensionat & Hästverksamhet",Kungsbacka,Hallands län,pelle@mariedahl.se,http://www.mariedahl.se,,google_maps
Koppartassen AB,Falun,Dalarnas län,info@koppartassen.com,https://koppartassen.com,https://www.facebook.com/Koppartassen,google_maps
Hundbutik och Hunddagis,Falun,Dalarnas län,info@koppartassen.com,https://koppartassen.com,https://www.facebook.com/Koppartassen,google_maps
Varglidens hundpensionat HB,Falun,Dalarnas län,,http://vargliden.dinstudio.se,,google_maps
Äventyrliga tassar,Sundborn,Dalarnas län,,http://www.aventyrligatassar.se,,google_maps
Blixbo hundcenter,Sundborn,Dalarnas län,hanna@blixbohundcenter.se,http://www.blixbohundcenter.se,https://www.facebook.com/hannahammare,google_maps
Vällhaga Gård,Falun,Dalarnas län,,https://www.vallhagagard.se,,google_maps
4hundra tassar,Borlänge,Dalarnas län,info.4hundratassar@gmail.com,http://www.4hundratassar.se,https://www.facebook.com/4hundratassar,google_maps
Hundliv Borlänge AB,Borlänge,Dalarnas län,,https://swenavi.org/details/hundliv-borlnge-ab-elin-raninen-ChIJAQA,,google_maps
Rosa Tassen,Borlänge,Dalarnas län,,http://rosatassen.se,,google_maps
SittFint,Borlänge,Dalarnas län,elin@sittfint.nu,http://sittfint.nu,https://facebook.com/sittfint1,google_maps
Lovisas hundcenter,Borlänge,Dalarnas län,,https://facebook.com/lovisashundcenter,,google_maps
Borlänge Hundrastgård,Borlänge,Dalarnas län,kommun@borlange.se,https://www.borlange.se/bygga-bo-och-miljo/djur/hund,https://www.facebook.com/borlangekommun,google_maps
Dala Hundrastning & Hundhotell,Hedemora,Dalarnas län,dalahundhotell@gmail.com,https://www.dalahundrastning.se,https://www.facebook.com/dalahundhotell,google_maps
Meadow Lane's Kennel,Borlänge,Dalarnas län,,https://swemaps.org/details/meadow-lanes-kennel-ChIJ9Se,,google_maps
FUXENS KENNEL,Borlänge,Dalarnas län,info@fuxen.se,http://www.fuxen.se,,google_maps
Matematikens kennel,Borlänge,Dalarnas län,,,,google_maps
Dala Hundservice AB,Borlänge,Dalarnas län,,http://www.dalahundservice.se,,google_maps
Hundsalongen Borlänge,Borlänge,Dalarnas län,,https://hundsalongenborlange.se,,google_maps
Kalmar Hunddagis,Kalmar,Kalmar län,kalmarhunddagis@gmail.com,http://www.kalmarhunddagis.se,,google_maps
Care4dogs,Kalmar,Kalmar län,info@c4dogs.se,http://c4dogs.se,https://www.facebook.com/Care4Dogs-362654187402164,google_maps
MerryMac Hund- o. kattpensionat,Kalmar,Kalmar län,merrymac315@gmail.com,http://www.merrymac.se,,google_maps
Kalmar Hundservice,Kalmar,Kalmar län,,,,google_maps
Kalmar Öland Smådjurspensionat - Personligt djurhotell i hemmiljö,Kalmar,Kalmar län,,,,google_maps
Lincoln's hunddagis AB Öjaby,Växjö,Kronobergs län,,https://lincolnshunddagiss.wixsite.com/lincoln,,google_maps
Lincoln's Hunddagis AB Norremark,Växjö,Kronobergs län,,https://lincolnshunddagiss.wixsite.com/lincoln,,google_maps
Atrium Fidos hunddagis,Torpet London,Kronobergs län,,,,google_maps
Hagen,Växjö,Kronobergs län,,,,google_maps
Torsagården hundpensionat,Åryd,Kronobergs län,,,,google_maps
Furuby Hundcenter AB Christel Holm,Furuby,Kronobergs län,cs.hundcenter@gmail.com,http://www.furubyhundcenter.se,https://facebook.com/cs.hundcenter,google_maps
Catjas Hundhälsa,Rottne,Kronobergs län,info@catjashundhalsa.se,http://catjashundhalsa.se,,google_maps
Villtofta Hundgård,Vederslöv,Kronobergs län,sandra@villtoftahundgard.se,http://www.villtoftahundgard.se,https://www.facebook.com/Villtoftahundgard,google_maps
Växjö Kattpensionat,Växjö,Kronobergs län,rebecca@vaxjokattpensionat.se,http://www.vaxjokattpensionat.se,https://facebook.com/vaxjokattpensionat,google_maps
Kennel Chanco,Åäng,Kronobergs län,info@kennelchanco.se,http://www.kennelchanco.se,http://www.facebook.com/pages/Kennel-Chanco/462462163816759,google_maps
Voff Hundcentrum,Värends Nöbbele,Kronobergs län,info@voffhundcentrum.se,https://ancilla6.wixsite.com/voffhundcentrum/hundpensionat,http://www.facebook.com/wix,google_maps
CSiGORAs Hundcenter,Lammhult,Kronobergs län,info@csigora.com,http://www.csigora.com,https://facebook.com/csigora,google_maps
Som Hund & Katt Växjö,Växjö,Kronobergs län,info@somhundokattvaxjo.se,http://www.somhundokattvaxjo.se,https://www.facebook.com/somhundokatt,google_maps
Dogman and friends,Växjö,Kronobergs län,,https://dogman.se/store-detail/dogman-and-friends-vaxjo-vasterport,https://www.facebook.com/dogmanvaxjo,google_maps
"Elite Stadshotellet, Växjö",Växjö,Kronobergs län,info.vaxjo@elite.se,https://www.elite.se/hotell/vaxjo/elite-stadshotellet-vaxjo,https://www.facebook.com/elitehotels.se,google_maps
Clarion Collection Hotel Cardinal,Växjö,Kronobergs län,home.cardinal@strawberry.se,https://www.strawberry.se/hotell/sverige/vaxjo/home-hotel-cardinal,https://www.facebook.com/strawberryhotels,google_maps
Ekespångs Kennel,Hamneda,Kronobergs län,susanne@ekespangskennel.se,http://www.ekespangskennel.se,,google_maps
Östersunds Hundforum AB - Hunddagis & Kloklippning Östersund,Östersund,Jämtlands län,info@osdhundforum.com,https://www.osdhundforum.com,https://www.facebook.com/profile.php,google_maps
Bakom Berget - Hundpensionat Jämtland,Brunflo,Jämtlands län,,https://bakomberget.se,https://www.facebook.com/bakomberget/about,google_maps
Hunddagis HUNDra procent,Ås,Jämtlands län,hundraprocent@fristadentreprenad.se,https://hunddagishundraprocent.webnode.se,,google_maps
Pawster mobilt hunddagis,Östersund,Jämtlands län,,,,google_maps
Bergsängarnas Hundpensionat och Kattpensionat,Skellefteå,Västerbottens län,anettemckie@gmail.com,http://www.hundpensionat.eu,https://www.facebook.com/bergsangarnashundpensionat,google_maps
TryggaHundar Skellefteå,Skellefteå,Västerbottens län,info@tryggahundarskelleftea.se,https://www.tryggahundarskelleftea.se,https://facebook.com/tryggahundarskelleftea,google_maps
Skellefteå Paws,Skellefteå,Västerbottens län,,https://swedmapi.org/details/skellefte-paws-ChIJHcc,,google_maps
Änglahundar Och Häxkatter,Härnösand,Västernorrlands län,,https://www.facebook.com/%C3%84nglahundar-H%C3%A4xkatter-248702091882657,,google_maps
AMNIS HUNDHUS Härnösand,Härnösand,Västernorrlands län,sodraberget@amnishundhus.se,https://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps
Hundkojans dagis och pensionat,Älandsbro,Västernorrlands län,svedje@telia.com,http://www.hundkojan.net,http://www.facebook.com/Hundkojan-247292018755417,google_maps
Gårdsbackens Hundcenter,Örnsköldsvik,Västernorrlands län,gardsbacken@telia.com,http://gardsbacken.se,https://www.facebook.com/Gardsbacken,google_maps
S,Örnsköldsvik,Västernorrlands län,,,,google_maps
Bettans Hundpensionat,Bjästa,Västernorrlands län,,,,google_maps
Lomsjögården,Örnsköldsvik,Västernorrlands län,,http://www.lomsjogarden.com,,google_maps
Flatham´s Kennel,Piteå,Norrbottens län,flathams@telia.com,http://www.flathams.com/kontakt.htm,,google_maps
Hundvis Dagis & Skola,Piteå,Norrbottens län,info@hundvis.se,https://www.hundvis.se,http://www.facebook.com/Hundvis-Hundskola-133525296694179,google_maps
Kennel Odd Polly,Piteå,Norrbottens län,,,,google_maps
Kennel Bennstaff,Öjebyn,Norrbottens län,,,,google_maps
Trygga Tassar,Norrtälje,Stockholms län,,,,google_maps
Penningby hunddagis & hotell,Norrtälje,Stockholms län,penningbyhund@hotmail.com,http://www.penningbyhund.se,,google_maps
Sigtuna Hundhus,Sigtuna,Stockholms län,cissi@sigtunahundhus.se,http://sigtunahundhus.se,,google_maps
Hundraprocenthund - Hundkurser,Sigtuna,Stockholms län,info@hundraprocenthund.se,http://www.hundraprocenthund.se,https://www.facebook.com/hundraprocenthund,google_maps
"Vital Hund, hundfysioterapeut",Märsta,Stockholms län,,http://vitalhund.se,,google_maps
Vita husets hundpensionat,Märsta,Stockholms län,,http://www.vitahusets.se,https://www.facebook.com/Vitahusetshundochkattpensionat,google_maps
Touch The Stars,Rosersberg,Stockholms län,cecilia@touchthestars.se,https://touchthestars.se,https://www.facebook.com/touchthestarskennel,google_maps
Skråmstas kennel,Sigtuna,Stockholms län,,,,google_maps
Hund och Kattpensionat Vallaren HB,Vallentuna,Stockholms län,,,,google_maps
Västergården AB,Vallentuna,Stockholms län,,https://www.vastergardens-hundcenter.se,,google_maps
Hunddagis Tusen Tassar,Upplands Väsby,Stockholms län,info@tusentassar.se,http://tusentassar.se,,google_maps
Acquilas Hunddagis,Kungsängen,Stockholms län,,http://www.hunddagis.nu,,google_maps
Selmas Hundcenter,Åkersberga,Stockholms län,info@selmashundcenter.se,http://www.selmashundcenter.se,https://facebook.com/selmashundcenter,google_maps
Sannas hundpensionat,Ljungbyhed,Stockholms län,sannahundpensionat@gmail.com,https://www.sannashundpensionat.se,,google_maps
Stockholms Hundsportcentrum AB,Upplands Väsby,Stockholms län,info@stockholmshundsportcentrum.se,http://stockholmshundsportcentrum.se,https://www.facebook.com/stockholmshundsportcentrum,google_maps
Hundrastgård,Upplands Väsby,Stockholms län,,,,google_maps
Barkedahlshundcenter,Upplands Väsby,Stockholms län,,http://barkedahlshundcenter.se,,google_maps
Skogsdungens hunddagis tyresö,Tyresö,Stockholms län,info@skogsdungenshunddagis.com,http://xn--skogsdungenshunddagistyres-1vc.se,,google_maps
Tyresö Hunddagis,Tyresö,Stockholms län,,https://www.hunddagistyreso.se,,google_maps
Hundblick,Tyresö,Stockholms län,hundblick@mail.com,https://www.hundblick.se,http://www.facebook.com/HundBlick-318593148159349,google_maps
Ego Dog.s Family and Friends,Tyresö,Stockholms län,familyandfriends@egodogs.se,https://familyandfriends.egodogs.se,,google_maps
Tassa Tryggt AB,Älta,Stockholms län,hunddagis@tassatryggt.se,https://www.tassatryggt.se,https://www.facebook.com/maggiesfarm.hunddagis/photos,google_maps
Guldhunden,Skogås,Stockholms län,asa.guldhunden@live.se,http://www.guldhunden.se,http://www.facebook.com/guldhunden,google_maps
Dog Valley Hunddagis,Tyresö,Stockholms län,,,,google_maps
Canopus Hundcenter,Gustavsberg,Stockholms län,kontakt@canopushundcenter.se,http://canopushundcenter.se,https://www.facebook.com/canopushundcenter,google_maps
RMS Hundcenter AB,Åkersberga,Stockholms län,,https://rmshundcenter.se,https://www.facebook.com/rmshundcenter,google_maps
Ninas vovvar,Åkersberga,Stockholms län,info@ninasvovvar.se,http://www.ninasvovvar.se,https://www.facebook.com/ninasvovvar,google_maps
Åkersberga Hundcenter,Åkersberga,Stockholms län,,,,google_maps
Hannas Hundlycka,Åkersberga,Stockholms län,ladanshundtraning@gmail.com,http://www.hannashundlycka.se,https://facebook.com/search/top,google_maps
Boda Djurcenter,Åkersberga,Stockholms län,,,,google_maps
Vaxholms hundpensionat,Vaxholm,Stockholms län,johanna@rudemyr.se,http://www.vaxholmshundpensionat.se,,google_maps
Kennel Itanema,Åkersberga,Stockholms län,therese@itanema.se,https://www.itanema.se,,google_maps
Kennel Carhartt,Åkersberga,Stockholms län,,https://www.facebook.com/kennelcarhartt,,google_maps
ENA Hundcenter,Enköping,Uppsala län,enahundcenter@hotmail.com,http://enahundcenter.se,https://www.facebook.com/enahundcenterenkoping,google_maps
Apans Hundpensionat,Enköping,Uppsala län,,,,google_maps
Pyttelitet Pensionat,Enköping,Uppsala län,info@anatom.nu,http://www.anatom.nu/hundpensionat,https://www.facebook.com/anatomrehab,google_maps
Härkeberga Hund- & Katthotell,Enköping,Uppsala län,kontakt@harkebergahundhotell.se,https://www.harkebergahundhotell.se,https://www.facebook.com/harkebergahundhotell,google_maps
Anatom Hundrehab,Enköping,Uppsala län,info@anatom.nu,https://www.anatom.nu,https://www.facebook.com/anatomrehab,google_maps
Becketorp Hunddagis & Pensionat,Nyköping,Södermanlands län,,http://www.becketorp.se,,google_maps
Starx AB Hundcenter,Nyköping,Södermanlands län,starx.hc@gmail.com,http://starxhundcenter.se,https://www.facebook.com/people/Starx-Hundcenter/61562509627898,google_maps
Jojna,Stockholm,Södermanlands län,support@jojna.com,https://jojna.com,https://www.facebook.com/jojnaapp,google_maps
Sättertorps Hundpensionat,Nyköping,Södermanlands län,info@sattertorp.se,http://www.sattertorp.se,,google_maps
Trapp Hundcoach,Nyköping,Södermanlands län,caniscoach@gmail.com,http://www.caniscoach.se,,google_maps
Nyköpings Hundrastgård,Nyköping,Södermanlands län,tekniska.divisionen@nykoping.se,https://www.nykoping.se/uppleva--gora/idrott-motion-och-friluftsliv/hundrastgard,https://www.facebook.com/nykopingskommun,google_maps
Irish Sunbeams,Nyköping,Södermanlands län,,https://www.instagram.com/elinsundqvisttt,,google_maps
Lillemans Hundcenter HB,Nyköping,Södermanlands län,,,,google_maps
Nyköpings hunddagis,Nyköping,Södermanlands län,,,,google_maps
Heta Hundars Hunddagis HB,Katrineholm,Södermanlands län,,,,google_maps
Happy Tails Hunddagis,Katrineholm,Södermanlands län,happytails.hunddagis@gmail.com,http://happytailshunddagis.se,,google_maps
Cösters Hunddagis AB,Katrineholm,Södermanlands län,,,,google_maps
Grevens Hunddagis,Katrineholm,Södermanlands län,grevenshunddagis@hotmail.com,https://grevens-hunddagis-katrineholm.webnode.se,https://www.facebook.com/GrevensHunddagisKatrineholm,google_maps
TPs Hundbutik 2.0 i Katrineholm,Katrineholm,Södermanlands län,tpshundbutik@hotmail.se,http://tpshundbutik.se,,google_maps
Kennel Fornix,Katrineholm,Södermanlands län,,,,google_maps
Ingela och Griffisarna,Katrineholm,Södermanlands län,,http://www.ingelaochgriffisarna.se,https://www.facebook.com/profile.php,google_maps
Solens Lyckotassar,Strängnäs,Södermanlands län,info@solenslyckotassar.se,http://www.solenslyckotassar.se,https://www.facebook.com/solenslyckotassar,google_maps
Strängnäs Hundvård & Hundpensionat,Strängnäs,Södermanlands län,,,,google_maps
Askegårdens Hunddagis,Vadstena,Östergötlands län,askegardens@gmail.com,http://www.aghf.se,https://www.facebook.com/askegardenshunddagis,google_maps
Normlösa lyckevallen hundpensionat,Skänninge,Östergötlands län,,http://mixalex.com,https://www.facebook.com/profile.php,google_maps
Hundiagården,Motala,Östergötlands län,info@hundia.se,http://www.hundia.se,https://www.facebook.com/HUNDIAhundskola,google_maps
Motala Hundrastgård,Motala,Östergötlands län,,,,google_maps
Hundhuset Ekenäs,Borensberg,Östergötlands län,oakshoots@telia.com,http://www.oakshoots.se,https://sv-se.facebook.com/HundhusetEkenas,google_maps
Motala Hundsällskap,Motala,Östergötlands län,hundsallskapet@gmail.com,http://www.hundsallskapet.se,,google_maps
Kennel Happy Queens,Motala,Östergötlands län,,http://www.kennelhappyqueens.com,,google_maps
Netascavalier,Motala,Östergötlands län,netascavalier@yahoo.se,http://www.netascavalier.se/index.php/kontakta-oss,,google_maps
Kennel Stenseiten,Motala,Östergötlands län,lapphund@stenseiten.se,http://www.stenseiten.se,,google_maps
Rosettasweets Kennel,Motala,Östergötlands län,,,,google_maps
Hundhamn,Mjölby,Östergötlands län,,http://www.hundhamn.se,,google_maps
Motala Brukshundklubb,Motala,Östergötlands län,,http://www.motalabrukshundklubb.se,,google_maps
Finspångs Hundpark,Finspång,Östergötlands län,kommun@finspang.se,https://finspang.se/kulturochfritid/idrottmotionochfriluftsliv/spontanindrott/hundpark.4.5b01cf371748b406efbbbc1.html,https://www.facebook.com/finspangskommun,google_maps
Husses Kennel,Finspång,Östergötlands län,,http://husses.se,,google_maps
Bernervillans Kennel,Finspång,Östergötlands län,,http://www.bernervillan.se,,google_maps
Nöbbele hundpensionat I Värnamo,Värnamo,Jönköpings län,bokning@nobbelehundpensionat.se,https://www.nobbelehundpensionat.se,,google_maps
Hunden på Lunden,Värnamo,Jönköpings län,,https://hundpensionat-varnamo.se,,google_maps
Mölleskog kennel,Fryele,Jönköpings län,molleskogs@hotmail.com,http://www.molleskogskennel.se,,google_maps
Chapong´s Kennel,Värnamo,Jönköpings län,,,,google_maps
Värnamo Brukshundsklubb,Värnamo,Jönköpings län,,https://swenavi.org/details/vrnamo-brukshundsklubb-ChIJLR7,,google_maps
Kennel Nobis,Värnamo,Jönköpings län,,https://naviswbusiness.org/details/kennel-nobis-ChIJAQA,,google_maps
Nässjö kommun Hunddagis,Nässjö,Jönköpings län,,,,google_maps
Brittalisas Hunddagis,Vetlanda,Jönköpings län,info@brittalisashunddagis.se,http://www.brittalisashunddagis.se,https://www.facebook.com/pages/BrittaLisas-Hunddagis/699717580096520,google_maps
Amis hunddagis och pensionat,Vetlanda,Jönköpings län,,,,google_maps
Hunddagiset Tassen I Tranås,Tranås,Jönköpings län,,,,google_maps
Ljungby Hunddagis,Ljungby,Kronobergs län,,,,google_maps
Ljungby Hundhälsa,Ljungby,Kronobergs län,kontakt@ljungbyhundhalsa.se,http://www.ljungbyhundhalsa.se,https://www.facebook.com/ljungbyhundhalsa,google_maps
Petite,Östra Ljungby,Kronobergs län,,,,google_maps
Donnes Hundtjänst,Ljungby,Kronobergs län,,http://www.donnes.se,https://www.facebook.com/donneshund,google_maps
Hjortagården,Munka-Ljungby,Kronobergs län,amalia@mednaturen.com,http://www.mednaturen.com,,google_maps
Eskilsgårds Kennel,Hamneda,Kronobergs län,,,,google_maps
Ljungby Hundklubb,Ljungby,Kronobergs län,,http://www.ljungbyhundklubb.com,https://www.facebook.com/ljungbyhundklubb,google_maps
Fröken Agnes Kattpensionat,Munka-Ljungby,Kronobergs län,info@frokenagnes.se,http://frokenagnes.se,https://www.facebook.com/frokenagneskattpensionat,google_maps
Jennies hundsalong,Ljungby,Kronobergs län,jennieshundsalong@gmail.com,http://www.jennieshundsalong.com,https://www.facebook.com/Jennies-Hundsalong-110065001426928,google_maps
Axtorps Hundskola,Munka-Ljungby,Kronobergs län,hillevi@axtorpshundskola.se,http://www.axtorpshundskola.se,https://www.facebook.com/axtorpshundskola,google_maps
KLICKA HUNDEN - Hunddagis,Karlskrona,Blekinge län,klickahunden@gmail.com,https://klickahunden.se,https://www.facebook.com/klickahunden,google_maps
Hundkojan,Karlskrona,Blekinge län,hundkojankarlskrona@gmail.com,https://hundkojankarlskrona.se,https://www.facebook.com/hundkojan,google_maps
Grönadals hunddagis,Nättraby,Blekinge län,gronadalshunddagis@outlook.com,https://www.hunddagisnattraby.se,https://www.facebook.com/Gronadalshunddagis,google_maps
Karlskrona hunddagis,Karlskrona,Blekinge län,,,,google_maps
Askegårdens Djurservice,Holmsjö,Blekinge län,,http://www.askegarden.nu,,google_maps
Nelly's Hundpensionat och Rehab,Torsås,Blekinge län,mail@demolink.org,http://www.nellyshundpensionat.se,https://www.facebook.com/nellyshundpensionatochrehab,google_maps
Nya Ronneby Hunddagis,Ronneby,Blekinge län,,https://www.facebook.com/nyaronnebyhunddagis,,google_maps
Gunillas Hundkurser,Tving,Blekinge län,gunilla@hundkurser.com,http://www.hundkurser.com,,google_maps
Sussies Hund & Kattpensionat,Asarum,Blekinge län,sussie@sussieshundpensionat.se,http://www.sussieshundpensionat.se,,google_maps
Havsgårdens Hundpensionat,Sölvesborg,Blekinge län,,http://www.havsgarden.se,,google_maps
mammahund,Karlskrona,Blekinge län,info@mammahund.se,https://mammahund.se,https://www.facebook.com/mammahund,google_maps
Blekinge Kennelklubb,Karlskrona,Blekinge län,,https://www.skk.se/bkk,,google_maps
Kennel Glädjeruset,Fridlevstad,Blekinge län,ebbasmatte77@gmail.com,https://www.kennelgladjeruset.se/kurser-workshops/kurs,http://www.facebook.com/ebbasmatte,google_maps
Scandic Karlskrona,Karlskrona,Blekinge län,karlskrona@scandichotels.com,https://www.scandichotels.com/en/hotels/scandic-karlskrona,https://www.facebook.com/Scandic,google_maps
The Brewery Hotel,Karlskrona,Blekinge län,info@breweryhotel.se,http://www.thebreweryhotel.se,https://www.facebook.com/thebreweryhotel,google_maps
"Karlskrona Stadshotell, BW Signature Collection",Karlskrona,Blekinge län,info@karlskronastadshotell.se,https://www.bestwestern.se/hotel/88281,https://www.facebook.com/BestWesternSverige,google_maps
Hotell Conrad,Karlskrona,Blekinge län,info@hotellconrad.se,http://www.hotelconrad.se,https://facebook.com/113862668662436,google_maps
Klövlyckans Gård,Bräkne-Hoby,Blekinge län,,https://klovlyckansgard.com,,google_maps
Tassa På Hundcenter,Karlshamn,Blekinge län,,http://www.tassapa.se,,google_maps
Karlshamns hundhotell ab,Karlshamn,Blekinge län,info@karlshamnshundhotell.se,http://karlshamnshundhotell.se,https://www.facebook.com/KarlshamnsHundhotellAB,google_maps
Lekfulla tassar,Asarum,Blekinge län,,https://lekfullatassar.nu,,google_maps
Tass om Hand,Karlshamn,Blekinge län,marina@tassomhand.se,http://www.tassomhand.se,,google_maps
Hundfrisörerna i Blekinge AB,Ronneby,Blekinge län,info@hundfrisorerna.nu,https://hundfrisorerna.nu,https://facebook.com/hundfrisorernaiblekinge,google_maps
Oskarshamns Hundpensionat,Oskarshamn,Kalmar län,,,,google_maps
