namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Stay and play hundcenter AB,Täby,Stockholms län,hunddagis@stayandplayhundcenter.se,http://www.stayandplayhundcenter.se,http://www.facebook.com/stayandplayhundcenter,google_maps,"Flygvillevägen 8, 183 67 Täby",073-585 10 09,serpapi_google_maps
Pias Hunddagis,Täby,Stockholms län,mail@demolink.org,http://www.piashunddagis.se,https://www.facebook.com/Pias-Hunddagis-345299845607686,google_maps,"Ytterbyvägen 33, 183 30 Täby",08-768 60 70,serpapi_google_maps
Svanstippens Hunddagis,Täby,Stockholms län,svanstippen@yahoo.se,http://www.svanstippen.se,https://www.facebook.com/SvanstippensHunddagis,google_maps,"Viggbyholmsvägen 75, 183 77 Täby",076-210 16 85,serpapi_google_maps
Norra Stockholms Hundcenter,Täby,Stockholms län,info@norrastockholmshundcenter.se,http://norrastockholmshundcenter.se,https://www.facebook.com/norrastockholmshundcenter,google_maps,"Leverantörsvägen 19, 187 66 Täby",08-425 049 69,serpapi_google_maps
lilla hjärtats hunddagis,Täby,Stockholms län,,,,google_maps,"Reprovägen 12, 183 77 Täby",070-039 67 73,serpapi_google_maps
Hundhus1 i Täby HB,Täby,Stockholms län,info@hundhus1.se,http://www.hundhus1.se,https://www.facebook.com/hundhus1,google_maps,"Holmgårdsvägen 5, 187 74 Täby",073-396 06 07,serpapi_google_maps
Hagbys Hundar HB,Täby,Stockholms län,,,,google_maps,"Hagbyvägen 44, 187 70 Täby",070-495 49 53,serpapi_google_maps
Hunddrömmen AB,Täby,Stockholms län,info@hunddrommen.se,http://hunddrommen.com,https://www.facebook.com/Hundrommen,google_maps,"Renvägen 2, 187 35 Täby",070-738 19 87,serpapi_google_maps
Mysdagis,Täby,Stockholms län,,,,google_maps,"Djursholmsvägen 29, 183 52 Täby",070-537 11 40,serpapi_google_maps
Ericas hunddagis,Täby,Stockholms län,,,,google_maps,"Tumstocksvägen 9A, 187 66 Täby",072-388 88 62,serpapi_google_maps
Changdobels - Danderyd Hunddagis,Danderyd,Stockholms län,danderyd@changdobels.se,https://changdobels.se/hunddagis/danderyd-hunddagis,https://www.facebook.com/danderydhunddagis,google_maps,"Rinkebyvägen 23, 182 36 Danderyd",08-512 561 00,serpapi_google_maps
Changdobels - Vallentuna Hunddagis,Vallentuna,Stockholms län,vallentuna@changdobels.se,https://changdobels.se/hunddagis/vallentuna-hunddagis,https://www.facebook.com/changdobels.vallentuna.hunddagis,google_maps,"Okvistavägen 15, 186 40 Vallentuna",08-512 561 00,serpapi_google_maps
"Frösunda Omsorg - Activera Hundcenter, daglig verksamhet",Täby,Stockholms län,,https://frosunda.se/frosunda-omsorg/dagliga-verksamheter/gribbylund-daglig-verksamhet/activera-hundcenter-daglig-verksamhet,,google_maps,"Gribbylundsv. 5, 187 62 Täby",010-130 57 26,serpapi_google_maps
Röger Hundtjänst,Luleå,Norrbottens län,,http://www.roegers.se,,google_maps,"Upplagsvägen 26, 972 54 Luleå",072-744 67 80,serpapi_google_maps
Luleå Hundcenter,Luleå,Norrbottens län,,https://swemaps.org/details/lule-hundcenter-ChIJy12,,google_maps,"F, Upplagsvägen 30, 972 54 Luleå",,serpapi_google_maps
Hops & Paws by Indah,Luleå,Norrbottens län,,,,google_maps,"Stengatan 59, 972 52 Luleå",076-955 84 35,serpapi_google_maps
Binagårdens Hund- & Kattpensionat,Luleå,Norrbottens län,info@binagarden.se,http://www.binagarden.se,https://facebook.com/138177492902180,google_maps,"Svartskatavägen 996, 975 92 Luleå",0920-330 17,serpapi_google_maps
Stjärnskytten's Hundtjänster AB,Luleå,Norrbottens län,,,,google_maps,"Sandnäsetvägen 146, 975 94 Luleå",070-316 39 60,serpapi_google_maps
Lilla Hundpensionatet Bälinge Luleå,Luleå,Norrbottens län,,,,google_maps,"Sandnäsetvägen 312, 975 94 Luleå",,serpapi_google_maps
Svedjegårdens Hund & Kattpensionat,Luleå,Norrbottens län,,,,google_maps,"Svedjegårdsvägen 35, 975 97 Luleå",070-609 49 50,serpapi_google_maps
Dogzone,Luleå,Norrbottens län,linnea@dogzone.nu,http://dogzone.nu,https://www.facebook.com/dogzone.nu,google_maps,"Måttsunds byaväg 252, 975 95 Luleå",,serpapi_google_maps
Sivans hundtjänst ekonomisk förening,Luleå,Norrbottens län,,,,google_maps,"Rådstugatan 2, 972 38 Luleå",,serpapi_google_maps
Dogs of Hope,Södra Sunderbyn,Norrbottens län,,http://www.dogsofhope.se,https://www.facebook.com/dogsofhopelinneaholmgren,google_maps,"Sunderbyvägen 106, 954 42 Södra Sunderbyn",070-444 43 82,serpapi_google_maps
Spadertass Hundcenter,Huddinge,Stockholms län,spadertasshundcenter@gmail.com,http://www.spadertass.se,,google_maps,"Björnkullaringen 48, 141 51 Huddinge",076-165 75 39,serpapi_google_maps
Brantbrinks hundpensionat,Tullinge,Stockholms län,marita@brantbrinkshundpensionat.se,https://www.brantbrinkshundpensionat.se,https://facebook.com/profile.php,google_maps,"Dahlströmsvägen 5, 146 38 Tullinge",073-735 41 73,serpapi_google_maps
Lissma Hundhotell,Skogås,Stockholms län,nina@hundhotell.com,http://hundhotell.com,,google_maps,"Solängsvägen 9, 142 91 Skogås",,serpapi_google_maps
Wädersjö Hundpensionat och dagis,Tungelsta,Stockholms län,asa@wadersjo.se,http://www.wadersjo.se,https://www.facebook.com/Wadersjo,google_maps,"Vädersjövägen 82, 137 56 Tungelsta",070-336 95 40,serpapi_google_maps
Pethico AB Hunddagis,Skärholmen,Stockholms län,pethicoab@gmail.com,https://pethico.se,,google_maps,"Oxholmsgränd 10, 127 48 Skärholmen",072-150 56 23,serpapi_google_maps
Lisas Hundservice,Tullinge,Stockholms län,smillahunden@hotmail.com,http://www.lisashundservice.se,,google_maps,"Sågstuguvägen 19, 146 38 Tullinge",,serpapi_google_maps
Antefa's hundpensionat/boarding kennel,Haninge,Stockholms län,annica@antefas.com,http://www.hundpensionat.one,,google_maps,"Dalarövägen 85, 136 91 Haninge",070-757 40 18,serpapi_google_maps
Hundhotell Carmbull,Jordbro,Stockholms län,gunillacarmstedt@telia.com,http://carmbull.se,,google_maps,"Övre Dåntorpsvägen 18, 136 50 Jordbro",070-255 00 35,serpapi_google_maps
Pyttelitens Hunddagis,Bandhagen,Stockholms län,,http://pyttelitenshunddagis.se,,google_maps,"Bjursätragatan 66, 124 64 Bandhagen",073-397 02 20,serpapi_google_maps
ÅDRANS KENNEL - Papillon,Huddinge,Stockholms län,,,,google_maps,"Safirvägen 7, 141 91 Huddinge",,serpapi_google_maps
Pyttelitens Hunddagis,Enskede,Stockholms län,,https://pyttelitenshunddagis.se,,google_maps,"Knektvägen 1, 122 49 Enskede",,serpapi_google_maps
Goat-Wool Hund & Katt Pensionat,Norra Sorunda,Stockholms län,info@goat-wool.se,http://www.goat-wool.se,https://www.facebook.com/Kennel-Goat-Wool-1394756444111308,google_maps,"Rensättravägen 1, 137 94 Norra Sorunda",070-251 91 45,serpapi_google_maps
Trygga Hund i Stockholm AB - Hunddagis Kista och Järvastaden Solna Sundbyberg Sollentuna,Kista,Stockholms län,info@tryggahund.com,https://tryggahund.com,https://www.facebook.com/TryggaHund,google_maps,"Fridensborgsvägen 49 49, Kronborgsgränd 23, 164 46 Kista",070-480 07 89,serpapi_google_maps
Vovve Lycka,Älta,Stockholms län,vovvelycka@gmail.com,https://www.vovvelycka.com,https://www.facebook.com/Vovve-Lycka-106558567659020,google_maps,"Örkroken 25, 138 40 Älta",073-523 11 64,serpapi_google_maps
HundTänk,Kungens Kurva,Stockholms län,,https://www.hundtank.se,https://facebook.com/hundtank,google_maps,"Dialoggatan 3, 141 75 Kungens Kurva",070-823 25 68,serpapi_google_maps
Sea Hund & Katt,Kungens Kurva,Stockholms län,huddingedjurklinik@gmail.com,http://seahundochkatt.se,,google_maps,"Ryttarhalsvägen 21, 141 75 Kungens Kurva",08-680 04 40,serpapi_google_maps
Barkarby Hunddagis,Järfälla,Stockholms län,,http://www.barkarbyhunddagis.nu,https://www.facebook.com/barkarbyhunddagis,google_maps,"Bruttovägen 24, 175 43 Järfälla",073-936 32 30,serpapi_google_maps
Flashdance Hundcenter,Järfälla,Stockholms län,,http://www.flashdancehc.se,,google_maps,"Fakturavägen 10, 175 62 Järfälla",070-670 84 99,serpapi_google_maps
Kennel Gårdskäls,Järfälla,Stockholms län,,https://www.gardskals.com/kontakt,,google_maps,"Oxelvägen 16 B, 175 64 Järfälla",08-760 77 78,serpapi_google_maps
Akhilles Tassar,Bro,Stockholms län,info@akhillestassar.se,https://akhillestassar.se,https://www.facebook.com/profile.php,google_maps,"Ida Erikssons Väg 21, 197 91 Bro",073-556 60 10,serpapi_google_maps
Emerita Hundhotell,Brottby,Stockholms län,hej@emeritahunddagis.se,https://www.emeritahunddagis.se/hundhotell,https://www.facebook.com/wix,google_maps,"Spånlötvägen 21, 186 97 Brottby",,serpapi_google_maps
Barkarby Hundsalong,Järfälla,Stockholms län,,http://www.barkarbyhundsalong.se,,google_maps,"Oxelvägen 31, 175 64 Järfälla",073-919 11 47,serpapi_google_maps
Hundrastgård Barkarby,Järfälla,Stockholms län,kontakt@jarfalla.se,https://www.jarfalla.se/fritidochkultur/naturochfriluftsliv/hundrastgardar.4.640dac6b1300db73e7c800017237.html,https://www.facebook.com/jarfallakommun,google_maps,"Enköpingsvägen, 175 79 Järfälla",,serpapi_google_maps
Hundpoolen AB,Sundbyberg,Stockholms län,info@hundpoolenab.se,http://www.hundpoolenab.se,,google_maps,"Vegagatan 6, 172 34 Sundbyberg",08-28 45 84,serpapi_google_maps
Hundpensionat Mossahus,Klippan,Stockholms län,info@hundpensionat-mossahus.se,http://www.hundpensionat-mossahus.se,,google_maps,"Rösa 1085, 264 91 Klippan",073-541 26 91,serpapi_google_maps
Dogman and friends,Järfälla,Stockholms län,,https://dogman.se/store-detail/dogman-and-friends-stockholm-barkarby,https://www.facebook.com/barkarbydogman,google_maps,"Majorsvägen 2, 177 38 Järfälla",08-502 765 40,serpapi_google_maps
Kristys Hundtrim,Järfälla,Stockholms län,,,,google_maps,"Fakturavägen 10, 175 62 Järfälla",070-795 77 02,serpapi_google_maps
Bellbreeds Kattpensionat,Bro,Stockholms län,kontakt@bellbreed.se,http://www.bellbreed.se,,google_maps,"Gruvfogdevägen 2, 197 93 Bro",070-860 44 18,serpapi_google_maps
Stay and Play Hundcenter,Solna,Stockholms län,hunddagis@stayandplayhundcenter.se,http://www.stayandplayhundcenter.se,http://www.facebook.com/stayandplayhundcenter,google_maps,"Huvudstagatan 12, 171 58 Solna",076-084 89 79,serpapi_google_maps
Emerita Hunddagis Solna Hagbyvägen,Solna,Stockholms län,hej@emeritahunddagis.se,https://www.emeritahunddagis.se/solna-hunddagis,https://www.facebook.com/wix,google_maps,"Hagbyvägen 2, 169 30 Solna",076-005 29 31,serpapi_google_maps
Emerita Hunddagis Solna,Solna,Stockholms län,,,,google_maps,"Hagbyvägen 2, 169 30 Solna",070-644 41 22,serpapi_google_maps
Hundens Hörna Råsunda,Solna,Stockholms län,info@hundenshorna.com,http://www.hundenshorna.com,https://www.facebook.com/HundensHornaButik,google_maps,"Sankt Ansgars Väg 4, 169 51 Solna",070-738 22 34,serpapi_google_maps
Hundens Hörna Huvudsta,Solna,Stockholms län,info@hundenshorna.com,http://hundenshorna.com,https://www.facebook.com/HundensHornaButik,google_maps,"Polhemsgatan 11, 171 58 Solna",070-767 86 80,serpapi_google_maps
Solna Hunddagis,Solna,Stockholms län,,,,google_maps,"Idrottsgatan 3, 169 35 Solna",08-730 24 99,serpapi_google_maps
Bergshamra Hunddagis,Solna,Stockholms län,,,,google_maps,"Järvstigen 2, 170 71 Solna",076-855 90 91,serpapi_google_maps
Ponyos Hunddagis,Sundbyberg,Stockholms län,sofia@ponyoshunddagis.se,https://ponyoshunddagis.se,,google_maps,"Kvarngatan 38, 174 66 Sundbyberg",073-242 98 78,serpapi_google_maps
Stockholm Hundtjänst,Solna,Stockholms län,,http://stockholmhundtjanst.se/contact.html,,google_maps,"Pipers väg 2c, 170 73 Solna",072-939 64 58,serpapi_google_maps
Dog Care Stockholm,Bromma,Stockholms län,hunddagis@dogcarestockholm.se,http://www.dogcarestockholm.se,https://www.facebook.com/Vinstahundcenter,google_maps,"Tranebergsvägen 20, 167 44 Bromma",08-410 711 00,serpapi_google_maps
HundvaktStockholm,Solna,Stockholms län,,http://hundvaktstockholm.se,,google_maps,"Armégatan 24, 171 71 Solna",070-478 50 48,serpapi_google_maps
Mikis Hunddagis & Hundfrisör,Bromma,Stockholms län,info@mikishunddagis.se,https://www.mikishunddagis.se,https://www.facebook.com/mikishunddagis,google_maps,"Åkerhielmsgatan 14, 167 33 Bromma",070-712 38 80,serpapi_google_maps
Hopp och Lek Hunddagis,Sundbyberg,Stockholms län,anita@hoppochlekhunddagis.se,https://hoppochlekhunddagis.se,,google_maps,"Tallgatan 15, 172 69 Sundbyberg",070-439 40 29,serpapi_google_maps
Dogcare hunddagis,Johanneshov,Stockholms län,info@hunddagis.se,https://www.hunddagis.se,,google_maps,"Arkövägen 38, 121 55 Johanneshov",08-39 31 21,serpapi_google_maps
Dogcare,Bromma,Stockholms län,info@hunddagis.se,https://www.hunddagis.se,,google_maps,"Grundtvigsgatan 1, 168 48 Bromma",08-687 08 70,serpapi_google_maps
Norra Stockholm Katt&Hund,Vallentuna,Stockholms län,,http://www.kattochhund.com,,google_maps,"Olhamra Kvarns väg 12, 186 40 Vallentuna",070-092 82 16,serpapi_google_maps
Nacka Hunddagis,Nacka,Stockholms län,,http://www.nackahunddagis.se,,google_maps,"Apportvägen 1, 131 47 Nacka",,serpapi_google_maps
MyDogCare Nacka Forum,Nacka,Stockholms län,,https://mydogcare.com/nacka,https://www.facebook.com/MyDogCareSverige,google_maps,"Stadshusplatsen 4, 131 57 Nacka",072-227 39 55,serpapi_google_maps
Dog Paradise,Nacka,Stockholms län,,,,google_maps,"Vikdalsgränd 10B, 131 51 Nacka",073-941 45 95,serpapi_google_maps
Humandogs Hunddagis och hundhotell,Nacka,Stockholms län,humandogs.ab@gmail.com,https://www.humandogs.se,https://www.facebook.com/humandogssverige,google_maps,"Skurusundsvägen 153, 131 46 Nacka",070-435 40 44,serpapi_google_maps
Primeras Hunddagis,Saltsjö-Boo,Stockholms län,jannicejuselius@primeras-hunddagis.se,http://www.primeras-hunddagis.se,,google_maps,"Ormingeplan 2, 132 30 Saltsjö-boo",072-306 18 11,serpapi_google_maps
Nacka hundtjänst,Saltsjö-Boo,Stockholms län,,,,google_maps,"Ormingeplan 2, 132 30 Saltsjö-boo",08-618 18 11,serpapi_google_maps
Värmdö hund- och kattpensionat,Värmdö,Stockholms län,,http://varmdohundokatt.se,,google_maps,"Nysvedsvägen 13, 139 51 Värmdö",070-953 43 91,serpapi_google_maps
Hundar i alla väder AB,Saltsjöbaden,Stockholms län,hundariallavaderab@gmail.com,http://www.hundariallavader.se,https://www.facebook.com/hundariallavader,google_maps,"Erstaviksvägen, 133 48 Saltsjöbaden",079-347 00 34,serpapi_google_maps
Värmdös Hunddagis & Djurpensionat,Värmdö,Stockholms län,kontakt@varmdohunddagis.se,http://www.varmdohunddagis.se,https://www.facebook.com/varmdohunddagis,google_maps,"Skärgårdsvägen 267, 139 33 Värmdö",073-973 89 73,serpapi_google_maps
Värmdö Dog Center,Gustavsberg,Stockholms län,info@dogcenter.se,http://www.dogcenter.se,,google_maps,"Minos väg 21, 134 44 Gustavsberg",079-317 87 74,serpapi_google_maps
Hundcoach,Nacka,Stockholms län,emmeli@hundcoach.com,https://hundcoach.com,,google_maps,"Kvarnholmsvägen 100, 131 75 Nacka",070-777 82 12,serpapi_google_maps
Gosenos Hunddagis,Johanneshov,Stockholms län,hunddagis@gosenos.se,https://gosenoshunddagis.se,https://www.facebook.com/gosenoshunddagis,google_maps,"Vikstensvägen 61, 121 56 Johanneshov",08-122 094 46,serpapi_google_maps
Saltsjöbadens Hunddagis,Saltsjöbaden,Stockholms län,saltsjobadenshunddagis@gmail.com,https://www.saltishunddagis.se,https://www.facebook.com/Saltsj%C3%B6badens-Hunddagis-112531620279123,google_maps,"Sjövägen 6, 133 36 Saltsjöbaden",076-008 65 48,serpapi_google_maps
Hundrastgård Långsjön,Nacka,Stockholms län,info@nacka.se,https://www.nacka.se/uppleva--gora/friluftsliv-motion/hundar-i-nacka/hundrastgardar,http://www.facebook.com/nackakommun,google_maps,"Vattenverksvägen 9, 131 41 Nacka",,serpapi_google_maps
Smådjurshuset Stockholm AB,Saltsjö-Boo,Stockholms län,,https://xn--smdjurshuset-ucb.se,,google_maps,"Värmdövägen 749, 132 32 Saltsjö-boo",073-366 50 82,serpapi_google_maps
Mikaelas Härliga Hundar,Skarpnäck,Stockholms län,harligahundar@live.se,http://harligahundar.se,https://www.facebook.com/harligahundar,google_maps,"Pilottorget 8, 128 32 Skarpnäck",,serpapi_google_maps
Vega Hundcenter,Haninge,Stockholms län,info@vegahundcenter.se,https://www.vegahundcenter.se,https://www.facebook.com/vegahundcenter,google_maps,"Nynäsvägen 3F, 136 47 Haninge",073-371 49 92,serpapi_google_maps
Hundhallen,Haninge,Stockholms län,info@vegahundcenter.se,http://www.hundhallen.se,,google_maps,"Nynäsvägen 3F, 136 47 Haninge",070-727 29 72,serpapi_google_maps
BFF Hunddagis i Sollentuna,Sollentuna,Stockholms län,info@bffhunddagis.se,https://www.bffhunddagis.se,https://www.facebook.com/BestFriendsForeverHunddagis,google_maps,"Skälbyvägen 16, 191 49 Sollentuna",070-066 20 20,serpapi_google_maps
Hunddagis24,Sollentuna,Stockholms län,info@hunddagis24.se,http://www.hunddagis24.se,,google_maps,"Kyrkvägen 1A, 192 72 Sollentuna",08-24 05 15,serpapi_google_maps
Hundtema Hunddagis - Hunddagis Sollentuna,Sollentuna,Stockholms län,,https://hundtema.se,,google_maps,"Domherrevägen 9, 192 55 Sollentuna",076-318 02 80,serpapi_google_maps
BFF Hunddagis,Sollentuna,Stockholms län,,,,google_maps,"Tingsvägen 28, 191 60 Sollentuna",,serpapi_google_maps
Norrsidans HundSpa,Sollentuna,Stockholms län,,https://www.bokadirekt.se/places/norrsidans-hundspa-60882,https://www.facebook.com/bokadirekt,google_maps,"Edsbergs torg 11, 192 52 Sollentuna",072-335 01 25,serpapi_google_maps
Tassen och Nosen Hunddagis Kista,Kista,Stockholms län,info@tassenochnosen.se,https://tassenochnosen.se,https://www.facebook.com/Tassenonosen,google_maps,"Nidarosgatan 17, 164 34 Kista",070-420 56 35,serpapi_google_maps
Lövhyddan's hundcenter,Sorunda,Stockholms län,,,,google_maps,"Blista 16, 148 97 Sorunda",,serpapi_google_maps
Hundpositivet,Mölndal,Västra Götalands län,info@hundpositivet.com,http://www.hundpositivet.com,https://www.facebook.com/hundpositivet,google_maps,"Södra Holtermansgatan 2, 431 31 Mölndal",076-022 90 44,serpapi_google_maps
Koppla Av Hundcenter AB i Mölndal,Mölndal,Västra Götalands län,info@kopplaav.com,http://www.kopplaav.com,https://facebook.com/129692191440,google_maps,"Taljegårdsgatan 3, 431 53 Mölndal",070-090 71 56,serpapi_google_maps
Doggiz Mölndal,Mölndal,Västra Götalands län,doggizmolndal@gmail.com,http://doggizmolndal.se,https://www.facebook.com/search/top,google_maps,"Ekgatan 9, 431 35 Mölndal",,serpapi_google_maps
Champion's Hunddagis,Mölndal,Västra Götalands län,,,,google_maps,"Östergårdsgatan 3, 431 53 Mölndal",070-543 00 92,serpapi_google_maps
Hundakademin Mölndal-Lindome,Lindome,Västra Götalands län,info@hundakademin.com,https://hundakademin.se,,google_maps,"Annebergsvägen 19, 437 93 Lindome",031-68 55 54,serpapi_google_maps
Mölndals hunddagis - Högsbo,Västra Frölunda,Västra Götalands län,molndalshunddagis@gmail.com,https://molndalshunddagis.se,https://www.facebook.com/p/M%C3%B6lndals-hunddagis-AB-100084048623355,google_maps,"E A Rosengrens g 29, 421 31 Västra Frölunda",,serpapi_google_maps
Dog Life Hundcenter,Mölndal,Västra Götalands län,doglifehundcenter@outlook.com,http://www.doglifehundcenter.com,,google_maps,"Eklanda Torg 2, 431 59 Mölndal",070-414 39 00,serpapi_google_maps
Hund i focus,Kållered,Västra Götalands län,eva@hundifocus.se,http://www.hundifocus.se,https://www.facebook.com/Hundifocus,google_maps,"Tulebo strandväg 89, 428 34 Kållered",070-292 26 11,serpapi_google_maps
DogHouse Lindome,Lindome,Västra Götalands län,info@dog-house.se,https://www.dog-house.se,https://www.facebook.com/DogHouse-1457421671153901,google_maps,"Heljesvägen 5, 437 36 Lindome",076-021 69 93,serpapi_google_maps
White Diamond Dreams kennel,Mölndal,Västra Götalands län,whitediamonddream@gmail.com,https://www.whitediamonddreams.se,https://www.facebook.com/WhiteDiamondDreams,google_maps,"Fässberg Mellangård, 431 44 Mölndal",,serpapi_google_maps
Bekväma Tassar,Trollhättan,Västra Götalands län,,https://swenavi.org/details/bekvma-tassar-ChIJ_zR,,google_maps,"Installatörvägen 10, 461 37 Trollhättan",,serpapi_google_maps
Hunddrivet Hunddagis,Trollhättan,Västra Götalands län,,,,google_maps,"Drottninggatan 49, 461 33 Trollhättan",073-027 93 88,serpapi_google_maps
Artorpets Hunddagis & Pensionat,Trollhättan,Västra Götalands län,,http://www.artorpets.se,,google_maps,"Gärdhems Artorp Kronogården 1, 461 92 Trollhättan",073-511 05 50,serpapi_google_maps
Tokiga Hundar,Uddevalla,Västra Götalands län,info@tokigahundar.se,http://www.tokigahundar.se,https://www.facebook.com/tokigahundar,google_maps,"Skalbanksvägen 6d, 451 55 Uddevalla",,serpapi_google_maps
Teddys Hunddagis,Uddevalla,Västra Götalands län,,https://naviswmap.org/details/teddys-hunddagis-ChIJ--_,,google_maps,"GRINDHULT 212, 451 92 Uddevalla",073-554 05 64,serpapi_google_maps
Uddevalla Hundhälsa,Uddevalla,Västra Götalands län,,https://www.hundhalsa.com,,google_maps,"Nordmannerödsvägen 3, 451 55 Uddevalla",073-230 03 25,serpapi_google_maps
Allahunddagis,Uddevalla,Västra Götalands län,,,,google_maps,"GRINDHULT 212, 451 92 Uddevalla",073-554 05 64,serpapi_google_maps
Signeröds Hundcenter,Uddevalla,Västra Götalands län,,http://www.signerodshundcenter.se,,google_maps,"SIGNERÖDSVALLEN 120, 451 93 Uddevalla",073-515 40 54,serpapi_google_maps
Hundpensionat Gyllene Svansen,Färgelanda,Västra Götalands län,,http://gyllenesvansen.com,,google_maps,"LUNDEBYN 11, 458 92 Färgelanda",070-561 56 81,serpapi_google_maps
Långvalslidens Kennel,Uddevalla,Västra Götalands län,,http://www.teambreeders.se,,google_maps,"Sira Helgas gata 5, 451 75 Uddevalla",,serpapi_google_maps
MM Hund,Henån,Västra Götalands län,mimmi@mmhund.se,http://www.mmhund.se,https://www.facebook.com/mmhund,google_maps,"TIMMERHULT 420, 473 93 Henån",070-695 27 01,serpapi_google_maps
Lekvalls Hundpensionat,Lilla Edet,Västra Götalands län,annika@lekvallshundpensionat.se,http://www.lekvallshundpensionat.se,,google_maps,"Lekvall 241, 463 92 Lilla Edet",070-336 97 52,serpapi_google_maps
stjärnmossens hundpensionat,Färgelanda,Västra Götalands län,,http://stjarnmossenshundpensionat.hemsida24.se,,google_maps,"HILLINGSÄTER 2, 458 91 Färgelanda",070-419 84 00,serpapi_google_maps
Hundeffekt,Uddevalla,Västra Götalands län,info@hundeffekt.se,http://www.hundeffekt.se,https://www.facebook.com/Hundeffekt-126834694526399,google_maps,"Österled 3B, 451 34 Uddevalla",072-185 10 80,serpapi_google_maps
DinHundskola,Uddevalla,Västra Götalands län,,https://dinhundskola.se,,google_maps,"STALE 315, 451 96 Uddevalla",070-332 51 23,serpapi_google_maps
Kustmarkens Hundtjänst AB,Ljungskile,Västra Götalands län,kustmarkens@telia.com,http://www.kustmarken.se,,google_maps,"Liveröd 102, 459 91 Ljungskile",070-565 71 51,serpapi_google_maps
Schäferhundklubben Uddevalla,Uddevalla,Västra Götalands län,,http://www.skuddevalla.se,,google_maps,"Timbo 112, 451 91 Uddevalla",,serpapi_google_maps
Sandras Hundtjänst,Uddevalla,Västra Götalands län,info@k9uddevalla.se,https://uddevallahunddagis.se,https://www.facebook.com/people/K9-Uddevalla/61574791933233,google_maps,"Skalbanksvägen 6D, 451 55 Uddevalla",076-029 79 29,serpapi_google_maps
Skövde Hunddagis,Skövde,Västra Götalands län,skovdehunddagis@gmail.com,http://www.skovdehunddagis.se,http://www.facebook.com/pages/Sk%C3%B6vde-Hunddagis/237094783020787,google_maps,"Industrigatan 3, 541 57 Skövde",076-019 94 60,serpapi_google_maps
Hundskolorna,Skövde,Västra Götalands län,,http://hundskolorna.se,https://www.facebook.com/hundskolorna,google_maps,"Bäckaskogsvägen 1, 541 34 Skövde",070-974 65 45,serpapi_google_maps
Bedas hunddagis och träning,Skövde,Västra Götalands län,,http://www.bedashunddagisochtraning.se,,google_maps,"ASKELIDEN, 549 94 Skövde",079-303 00 80,serpapi_google_maps
Kennel Drömfångaren,Skövde,Västra Götalands län,,http://www.kenneldromfangaren.se,https://www.facebook.com/kenneldromfangaren,google_maps,"Tallvägen 13, 541 57 Skövde",073-364 41 48,serpapi_google_maps
Linnéas Hunddagis & Hundpensionat,Hjo,Västra Götalands län,info@linneashundar.se,http://www.linneashundar.se,https://www.facebook.com/LinneasHunddagis,google_maps,"Stenalmen 2, 544 94 Hjo",,serpapi_google_maps
Skara Hundpensionat,Skara,Västra Götalands län,,,,google_maps,"Stenum 1, 532 94 Skara",073-181 28 44,serpapi_google_maps
Skaraskogens hundpensionat,Lundsbrunn,Västra Götalands län,,,,google_maps,"Ledsjö Elfvik 1, 533 92 Lundsbrunn",0511-574 00,serpapi_google_maps
Tassa med Sara (fd.HundArena Skövde),Skövde,Västra Götalands län,,,,google_maps,"Villestigen 18, 541 93 Skövde",070-670 39 56,serpapi_google_maps
Mariestads Hundpensionat,Mariestad,Västra Götalands län,,,,google_maps,"Ek 3, 542 94 Mariestad",0501-330 43,serpapi_google_maps
Dogman and friends,Skövde,Västra Götalands län,,https://dogman.se/store-detail/dogman-and-friends-skovde,https://www.facebook.com/dogmanskovde,google_maps,"Norra Metallvägen 8, 549 37 Skövde",0500-10 37 10,serpapi_google_maps
Alingsås Hundarena-Hunddagis,Alingsås,Västra Götalands län,alingsas@goteborgshunddagis.se,https://goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Verkstadsgatan 3, 441 57 Alingsås",076-325 81 63,serpapi_google_maps
Hunddagis,Alingsås,Västra Götalands län,,,,google_maps,"Aleforsvägen 18, 441 39 Alingsås",0322-63 48 00,serpapi_google_maps
Hundens Dagis,Sollebrunn,Västra Götalands län,info@hundensdagis.se,http://www.hundensdagis.se,,google_maps,"Holmängsvägen 51, C/o Larsson, 466 95 Sollebrunn",070-690 53 50,serpapi_google_maps
Hemsjö Hundpensionat,Alingsås,Västra Götalands län,,,,google_maps,"LÖVHULTSVÄGEN 51, 441 96 Alingsås",,serpapi_google_maps
Hundstallet Alingsås,Alingsås,Västra Götalands län,,https://hundstallet.se/var-verksamhet/vara-stall/hundstallet-alingsas,,google_maps,"Ridhusvägen 4, 441 93 Alingsås",010-175 32 00,serpapi_google_maps
Mettes Hundtrim,Alingsås,Västra Götalands län,,https://swemaps.org/details/mettes-hundtrim-ChIJQ2T,,google_maps,"Jungmansgatan 1F, 441 39 Alingsås",0322-105 61,serpapi_google_maps
Baggebo Hundcenter,Alingsås,Västra Götalands län,info@baggebohundcenter.se,https://www.baggebohundcenter.se,https://www.facebook.com/baggebohundcenter,google_maps,441 91 Alingsås,073-319 53 48,serpapi_google_maps
